Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,010_14months_DTI_antsBM,012_10months_DTI_antsBM,012_14months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,020_14months_DTI_antsBM,021_11months_DTI_antsBM,021_14months_DTI_antsBM,022_11months_DTI_antsBM,022_14months_DTI_antsBM,023_11months_DTI_antsBM,023_14months_DTI_antsBM,025_10months_DTI_antsBM,025_13months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_10months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_10months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_10months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM
-28.5681,0.20789,0.219173,0.251383,0.199861,0.206252,0.209065,0.201782,0.23068,0.22505,0.225879,0.188977,0.210369,0.220804,0.263543,0.200061,0.196632,0.198,0.185652,0.184511,0.166532,0.168793,0.182973,0.20406,0.221337,0.228486,0.174414,0.233933,0.241008,0.207569,0.179426,0.202453,0.212239,0.172997,0.184682,0.202197,0.182822,0.204547,0.200607
-28.0681,0.21771,0.235627,0.262775,0.217654,0.220745,0.221505,0.217046,0.247691,0.23672,0.243268,0.204106,0.21045,0.222324,0.277494,0.20736,0.203578,0.207878,0.197278,0.19783,0.17905,0.180089,0.195318,0.216177,0.229736,0.234071,0.183226,0.245742,0.25443,0.217537,0.192269,0.217242,0.220321,0.182286,0.192234,0.212559,0.189481,0.217945,0.208048
-27.5681,0.224754,0.247061,0.269847,0.230133,0.234529,0.232946,0.22748,0.256351,0.243415,0.257744,0.217119,0.213456,0.229872,0.282979,0.212225,0.208048,0.213135,0.20573,0.206664,0.190121,0.191208,0.205636,0.223776,0.234163,0.241088,0.189974,0.254639,0.264833,0.224632,0.202977,0.230838,0.227659,0.186949,0.197783,0.224661,0.194795,0.227403,0.214452
-27.0681,0.232527,0.256395,0.277648,0.241267,0.245591,0.243514,0.235292,0.262394,0.251887,0.271814,0.231537,0.220373,0.241988,0.286937,0.218187,0.214135,0.218088,0.214682,0.215839,0.201503,0.201811,0.215762,0.230519,0.2391,0.249547,0.196374,0.259837,0.272408,0.232512,0.213769,0.242532,0.235416,0.190652,0.204851,0.236987,0.202435,0.235746,0.220577
-26.5681,0.244275,0.266569,0.28929,0.25495,0.254743,0.25582,0.243321,0.268466,0.263917,0.286317,0.247031,0.232624,0.257219,0.291745,0.228618,0.222994,0.22444,0.225202,0.226049,0.214238,0.213663,0.227633,0.238306,0.246667,0.262056,0.206035,0.263558,0.278624,0.24487,0.225773,0.252708,0.244609,0.198058,0.215514,0.248971,0.213668,0.245163,0.229459
-26.0681,0.260086,0.27927,0.303349,0.269267,0.263666,0.270045,0.25296,0.275954,0.280113,0.301881,0.26413,0.249523,0.2751,0.298891,0.242615,0.234654,0.233754,0.237545,0.238415,0.228668,0.226452,0.240876,0.248222,0.257052,0.27744,0.218508,0.267951,0.283791,0.260351,0.23853,0.263278,0.255646,0.208196,0.229107,0.261323,0.227534,0.255814,0.241643
-25.5681,0.279721,0.295223,0.3199,0.283913,0.274619,0.287019,0.26723,0.287956,0.30202,0.320542,0.282713,0.271109,0.296403,0.310667,0.260284,0.249358,0.247918,0.253056,0.254322,0.244943,0.240202,0.255729,0.261474,0.270547,0.296338,0.233708,0.277782,0.291329,0.278112,0.25263,0.275958,0.269697,0.22128,0.245713,0.275694,0.245404,0.268717,0.257756
-25.0681,0.300258,0.312888,0.337085,0.296252,0.290082,0.307927,0.286155,0.306071,0.328008,0.340946,0.301084,0.295461,0.32011,0.325902,0.278728,0.265333,0.26778,0.272676,0.27212,0.261555,0.254693,0.271728,0.277893,0.285758,0.318311,0.250474,0.297046,0.305584,0.297325,0.266839,0.292358,0.287566,0.235667,0.263531,0.292827,0.266019,0.282753,0.277373
-24.5681,0.316689,0.326823,0.350932,0.304746,0.309231,0.329512,0.304937,0.326377,0.353234,0.357748,0.318364,0.317151,0.342671,0.340501,0.292112,0.27874,0.292087,0.295973,0.289614,0.276055,0.267523,0.286662,0.295574,0.301775,0.339153,0.264885,0.323647,0.327287,0.31435,0.278576,0.3117,0.307674,0.248139,0.278698,0.309203,0.285971,0.295469,0.298293
-24.0681,0.330617,0.336967,0.365174,0.317012,0.329417,0.349319,0.320753,0.344879,0.375365,0.371454,0.336412,0.334469,0.361502,0.351939,0.302992,0.291582,0.31924,0.323343,0.308812,0.291665,0.280112,0.302039,0.31554,0.321666,0.357957,0.278001,0.353496,0.354588,0.32917,0.291501,0.331691,0.329691,0.262745,0.292237,0.323241,0.304704,0.310421,0.321365
