Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,010_14months_DTI_antsBM,012_10months_DTI_antsBM,012_14months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,020_14months_DTI_antsBM,021_11months_DTI_antsBM,021_14months_DTI_antsBM,022_11months_DTI_antsBM,022_14months_DTI_antsBM,023_11months_DTI_antsBM,023_14months_DTI_antsBM,025_10months_DTI_antsBM,025_13months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_10months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_10months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_10months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM
-16.083,0.400691,0.287483,0.38541,0.381224,0.400123,0.385661,0.361413,0.364694,0.34752,0.384273,0.362927,0.370776,0.364118,0.320071,0.300902,0.316683,0.328178,0.381045,0.30871,0.294645,0.315267,0.336715,0.401397,0.385351,0.287953,0.316954,0.336068,0.341599,0.267619,0.315061,0.322412,0.313289,0.325468,0.253034,0.261684,0.309111,0.35566,0.312872
-15.583,0.401463,0.282931,0.391718,0.382404,0.402228,0.388931,0.367534,0.372117,0.359825,0.375849,0.362413,0.375082,0.359891,0.336568,0.307397,0.321247,0.328552,0.378844,0.309645,0.293823,0.324591,0.344773,0.404471,0.390535,0.292682,0.320681,0.337534,0.339192,0.274117,0.316808,0.331054,0.321419,0.330038,0.253496,0.264326,0.297731,0.357569,0.317773
-15.083,0.39514,0.275577,0.392614,0.375918,0.398091,0.38651,0.369897,0.375375,0.366645,0.361482,0.354394,0.373083,0.35128,0.347801,0.3084,0.319349,0.326375,0.371303,0.307537,0.291568,0.330451,0.349139,0.401791,0.389941,0.297013,0.319615,0.335872,0.333322,0.278784,0.313902,0.333274,0.324648,0.329427,0.250863,0.263433,0.287081,0.354779,0.319402
-14.583,0.377004,0.266443,0.384033,0.357178,0.382582,0.371619,0.36308,0.369738,0.364321,0.341761,0.335593,0.361998,0.33692,0.352285,0.300194,0.307157,0.31632,0.354476,0.301328,0.285568,0.329539,0.346834,0.388554,0.37937,0.29568,0.309847,0.326793,0.319609,0.279417,0.300813,0.324095,0.317988,0.322,0.241346,0.2554,0.27339,0.342814,0.315143
-14.083,0.342458,0.257556,0.360174,0.321796,0.346873,0.335067,0.341128,0.349987,0.348965,0.316456,0.302091,0.335454,0.312681,0.346526,0.278423,0.281151,0.294762,0.325311,0.288891,0.273617,0.31663,0.33195,0.35765,0.351356,0.284331,0.288961,0.302871,0.291342,0.270441,0.271571,0.298076,0.295813,0.304633,0.219883,0.233391,0.252378,0.316572,0.300106
-13.583,0.299337,0.256195,0.323001,0.276345,0.295686,0.281906,0.304952,0.316177,0.320693,0.294353,0.261873,0.294895,0.282932,0.328002,0.246108,0.247144,0.265353,0.291365,0.272453,0.258382,0.288992,0.301925,0.311259,0.305455,0.262966,0.261022,0.263081,0.250209,0.248017,0.231026,0.258959,0.259843,0.279646,0.189278,0.199526,0.231763,0.280223,0.274029
-13.083,0.26961,0.266714,0.289809,0.243507,0.253535,0.238168,0.273272,0.285618,0.295127,0.283703,0.235575,0.259705,0.262081,0.309813,0.220683,0.223434,0.240965,0.26756,0.261662,0.248238,0.262128,0.272915,0.270197,0.262427,0.244603,0.23998,0.226867,0.215203,0.223416,0.199478,0.229145,0.230911,0.259889,0.167277,0.175451,0.222784,0.251493,0.250324
-12.583,0.26413,0.284306,0.273874,0.236798,0.236712,0.22222,0.262021,0.274034,0.284467,0.281893,0.234105,0.244033,0.257989,0.302494,0.214568,0.220325,0.231389,0.261079,0.262606,0.24892,0.252548,0.262733,0.251736,0.24157,0.241547,0.235882,0.21237,0.200841,0.210705,0.190855,0.224782,0.225233,0.253201,0.165417,0.174251,0.228482,0.24162,0.240615
-12.083,0.272581,0.298619,0.272111,0.247978,0.241185,0.230065,0.267093,0.277961,0.283625,0.280157,0.248234,0.244643,0.264707,0.302816,0.221972,0.229632,0.231852,0.263952,0.270501,0.255858,0.259628,0.270803,0.253247,0.242005,0.250136,0.244005,0.218331,0.203522,0.211781,0.200101,0.240554,0.237826,0.254146,0.178945,0.189716,0.241254,0.246354,0.243387
-11.583,0.2738,0.297882,0.271246,0.256486,0.247949,0.239054,0.26986,0.279852,0.277334,0.268673,0.257006,0.245471,0.266221,0.297034,0.225364,0.233461,0.226569,0.258908,0.272645,0.257083,0.267211,0.279492,0.256613,0.247735,0.254269,0.248396,0.227712,0.207569,0.21559,0.208414,0.256858,0.249551,0.248865,0.191736,0.202364,0.245259,0.249528,0.245439
-11.083,0.255809,0.274523,0.261549,0.244695,0.239715,0.228741,0.252099,0.260369,0.255153,0.242667,0.243831,0.229909,0.247728,0.273059,0.21218,0.22045,0.203252,0.234384,0.257871,0.242276,0.254025,0.26594,0.242409,0.239358,0.239013,0.235394,0.219748,0.196827,0.206799,0.199328,0.252455,0.240642,0.226646,0.186585,0.193359,0.231421,0.235638,0.232502
-10.583,0.229473,0.23497,0.246792,0.215263,0.219495,0.2036,0.217308,0.21991,0.224203,0.208532,0.213853,0.20093,0.216255,0.237402,0.189739,0.198279,0.168613,0.199182,0.230186,0.214981,0.220767,0.230373,0.210779,0.21458,0.208893,0.208597,0.195647,0.176195,0.18575,0.178058,0.223419,0.212532,0.194061,0.164973,0.169226,0.209689,0.20608,0.206721
-10.083,0.21115,0.196795,0.235095,0.18285,0.199301,0.179054,0.182927,0.178024,0.198567,0.176931,0.185412,0.174227,0.191577,0.208195,0.173032,0.180839,0.141026,0.17288,0.202575,0.186548,0.19029,0.195552,0.176215,0.187094,0.178706,0.184083,0.172416,0.161283,0.165642,0.160726,0.184959,0.183675,0.167184,0.139076,0.147558,0.194305,0.173032,0.180398
-9.58302,0.206026,0.176076,0.228861,0.158904,0.186482,0.163741,0.161077,0.152396,0.185671,0.156631,0.171419,0.161008,0.185273,0.198683,0.169348,0.17457,0.132986,0.167144,0.184501,0.165757,0.177863,0.178998,0.151874,0.168949,0.159405,0.174355,0.161477,0.158003,0.155136,0.156932,0.158304,0.167919,0.154727,0.119982,0.138726,0.190549,0.148824,0.163074
-9.08302,0.207685,0.175514,0.224,0.145266,0.180833,0.15728,0.153783,0.146309,0.181814,0.148002,0.171473,0.16289,0.193693,0.207015,0.174482,0.176649,0.142722,0.178365,0.176495,0.155327,0.182384,0.179609,0.141181,0.161393,0.152458,0.179849,0.162464,0.161484,0.152963,0.164169,0.154807,0.168374,0.154812,0.112956,0.143002,0.192788,0.139401,0.157561
-8.58302,0.20936,0.18626,0.218305,0.139858,0.180727,0.15489,0.157181,0.151114,0.179568,0.146737,0.176207,0.171575,0.202782,0.220006,0.178961,0.178152,0.156879,0.191093,0.173545,0.152877,0.192412,0.185329,0.140686,0.160863,0.152078,0.18923,0.167097,0.165151,0.151476,0.17261,0.169479,0.177792,0.15933,0.11664,0.153692,0.192102,0.143455,0.158846
-8.08302,0.207591,0.193644,0.210703,0.138914,0.182666,0.155488,0.161738,0.154545,0.173701,0.149259,0.177876,0.178992,0.202855,0.224044,0.177164,0.174904,0.163092,0.194681,0.1732,0.15431,0.19412,0.185715,0.14448,0.162746,0.152926,0.191572,0.169492,0.165343,0.146897,0.176465,0.185733,0.184163,0.160449,0.126674,0.162754,0.185835,0.154297,0.160763
-7.58302,0.204171,0.192514,0.202743,0.140356,0.184643,0.160977,0.163425,0.155404,0.166851,0.153847,0.175017,0.18312,0.196584,0.218176,0.16929,0.168874,0.161676,0.190842,0.174455,0.156528,0.188221,0.180421,0.15013,0.164776,0.153845,0.186331,0.168777,0.164133,0.141696,0.1763,0.18887,0.183264,0.158448,0.138353,0.166847,0.175628,0.167225,0.161943
-7.08302,0.201369,0.187167,0.196704,0.144317,0.185843,0.171075,0.16126,0.157377,0.16353,0.159659,0.172511,0.18442,0.190872,0.208327,0.159043,0.163218,0.156653,0.184317,0.17566,0.157045,0.179799,0.174542,0.157484,0.16812,0.155916,0.177234,0.165482,0.162653,0.137938,0.174817,0.179669,0.175394,0.155304,0.146889,0.167753,0.16422,0.177816,0.161824
