Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,010_14months_DTI_antsBM,012_10months_DTI_antsBM,012_14months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,020_14months_DTI_antsBM,021_11months_DTI_antsBM,021_14months_DTI_antsBM,022_11months_DTI_antsBM,022_14months_DTI_antsBM,023_11months_DTI_antsBM,023_14months_DTI_antsBM,025_10months_DTI_antsBM,025_13months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_10months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_10months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_10months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM
-25.4913,0.36053,0.316656,0.343039,0.280106,0.275741,0.288744,0.30971,0.286194,0.297756,0.333736,0.29513,0.284936,0.278077,0.297777,0.253835,0.251902,0.257658,0.286207,0.274759,0.282154,0.239621,0.246731,0.278231,0.290998,0.250384,0.282058,0.267373,0.234249,0.250823,0.285801,0.284004,0.298714,0.241576,0.257645,0.271303,0.280396,0.287084,0.264784
-24.9913,0.37044,0.325839,0.352053,0.311617,0.29542,0.314678,0.319178,0.320939,0.318815,0.355283,0.310924,0.306925,0.299186,0.319674,0.264285,0.264518,0.278197,0.301689,0.297348,0.302935,0.26416,0.273734,0.297919,0.311239,0.269384,0.296165,0.281512,0.259307,0.266358,0.294809,0.301434,0.318558,0.26234,0.271794,0.276791,0.304949,0.307692,0.280698
-24.4913,0.406376,0.367959,0.385219,0.373226,0.336097,0.35882,0.362363,0.380014,0.364738,0.400558,0.356048,0.357341,0.340655,0.364643,0.306844,0.308589,0.333001,0.344883,0.341506,0.345253,0.314189,0.328447,0.341089,0.355426,0.31294,0.328399,0.32007,0.31655,0.303235,0.335814,0.347467,0.365534,0.318806,0.312848,0.31722,0.353535,0.342385,0.328281
-23.9913,0.454932,0.424804,0.436834,0.44038,0.384325,0.410362,0.420412,0.445474,0.422263,0.457931,0.421661,0.419932,0.392461,0.417556,0.363237,0.36675,0.401854,0.402251,0.393503,0.396538,0.373325,0.392129,0.394154,0.410874,0.364269,0.371681,0.370924,0.382566,0.346863,0.39463,0.405812,0.424762,0.390182,0.365231,0.37562,0.409875,0.382287,0.387241
-23.4913,0.487326,0.46396,0.475542,0.480799,0.4177,0.445236,0.464487,0.490727,0.463517,0.49843,0.4718,0.46444,0.43252,0.454503,0.403409,0.408347,0.448961,0.444134,0.426536,0.429903,0.414474,0.437051,0.432093,0.450776,0.400369,0.404522,0.408187,0.425705,0.377187,0.437138,0.446468,0.467629,0.442118,0.402119,0.418726,0.449451,0.409262,0.428308
-22.9913,0.509198,0.489917,0.50765,0.502814,0.441173,0.469264,0.496318,0.518727,0.493556,0.526453,0.508645,0.495497,0.46409,0.480347,0.430195,0.437768,0.479176,0.473437,0.447029,0.450663,0.443079,0.468662,0.458852,0.479722,0.424634,0.42891,0.435096,0.449939,0.399267,0.466234,0.475256,0.498535,0.47962,0.427369,0.450339,0.476248,0.429958,0.455064
-22.4913,0.526029,0.506891,0.536907,0.516439,0.461416,0.490008,0.519208,0.53747,0.517893,0.548023,0.537424,0.519438,0.4913,0.503107,0.448911,0.45983,0.499555,0.494967,0.46466,0.466727,0.466799,0.494583,0.480423,0.50322,0.443173,0.449335,0.45656,0.463727,0.416664,0.4859,0.498473,0.523832,0.5085,0.447405,0.474728,0.49626,0.45038,0.473033
-21.9913,0.542185,0.520389,0.565017,0.530596,0.48422,0.51352,0.537713,0.5556,0.541734,0.566816,0.560477,0.541127,0.51523,0.527838,0.465045,0.477717,0.517003,0.513115,0.485649,0.485499,0.490671,0.521073,0.502708,0.524441,0.462906,0.468476,0.475918,0.475639,0.43395,0.500989,0.520709,0.547716,0.534312,0.467825,0.496917,0.514769,0.474449,0.488663
-21.4913,0.565411,0.540904,0.596844,0.558219,0.516192,0.545832,0.55877,0.583062,0.569385,0.589874,0.583654,0.565837,0.538337,0.558485,0.487778,0.499534,0.542339,0.535001,0.516421,0.515934,0.5179,0.553152,0.531011,0.547654,0.491722,0.48783,0.499254,0.497595,0.456425,0.521075,0.548089,0.574563,0.565462,0.49625,0.52368,0.53754,0.504789,0.510692
-20.9913,0.592432,0.568862,0.626629,0.596829,0.55452,0.582989,0.585265,0.620263,0.597457,0.616944,0.608571,0.590891,0.56083,0.589643,0.517155,0.52521,0.573402,0.56069,0.551982,0.553649,0.542968,0.585245,0.560891,0.571263,0.528844,0.506845,0.526828,0.529057,0.480894,0.547187,0.57733,0.601862,0.600511,0.530219,0.552887,0.563854,0.534389,0.538902
-20.4913,0.618935,0.600065,0.651566,0.636492,0.592871,0.619163,0.615731,0.659307,0.623117,0.645156,0.632003,0.613428,0.583379,0.615068,0.546703,0.550913,0.60213,0.586329,0.583477,0.589875,0.560253,0.610412,0.586587,0.593388,0.569073,0.523094,0.555201,0.561935,0.505034,0.575589,0.604481,0.626198,0.635585,0.562091,0.580746,0.589258,0.558636,0.568062
-19.9913,0.640135,0.628554,0.669851,0.667808,0.625061,0.649745,0.645887,0.689619,0.642748,0.670853,0.650304,0.632883,0.60491,0.633399,0.56867,0.573398,0.621898,0.606937,0.606567,0.616441,0.570105,0.626474,0.603065,0.613747,0.605278,0.536346,0.581424,0.588697,0.52585,0.600688,0.62627,0.645316,0.665353,0.586705,0.603025,0.609743,0.576874,0.592094
-19.4913,0.652755,0.648588,0.679675,0.686236,0.645723,0.672936,0.669916,0.706409,0.654805,0.689022,0.660735,0.649308,0.62101,0.645725,0.578185,0.587143,0.631286,0.61912,0.621158,0.630768,0.57697,0.63449,0.609472,0.630546,0.631626,0.547499,0.60199,0.605109,0.541265,0.618282,0.640332,0.657984,0.684552,0.601966,0.618252,0.62144,0.589725,0.607357
-18.9913,0.655683,0.656078,0.68084,0.690566,0.652766,0.685626,0.68096,0.709607,0.656627,0.695572,0.660424,0.659254,0.627346,0.650759,0.575036,0.589053,0.633359,0.621136,0.626179,0.633258,0.582711,0.636347,0.60763,0.640206,0.646028,0.554503,0.61163,0.610251,0.549987,0.624944,0.644583,0.661828,0.690092,0.608637,0.625205,0.622258,0.596675,0.612141
-18.4913,0.650869,0.649623,0.672624,0.683508,0.648986,0.6867,0.67685,0.703718,0.647237,0.690154,0.650502,0.658593,0.623572,0.646075,0.56434,0.579433,0.631745,0.615426,0.623121,0.625979,0.587596,0.633274,0.599895,0.640972,0.649893,0.557199,0.608356,0.605599,0.550646,0.619733,0.639172,0.656708,0.683063,0.609957,0.624167,0.613787,0.595883,0.608309
-17.9913,0.643358,0.63293,0.655429,0.669965,0.640345,0.678403,0.661793,0.69412,0.631167,0.676465,0.635252,0.647524,0.613585,0.631638,0.551858,0.561879,0.628843,0.607427,0.616268,0.613313,0.589896,0.626348,0.590815,0.634133,0.64745,0.557323,0.594491,0.595134,0.544719,0.605915,0.627573,0.645729,0.667977,0.608714,0.618204,0.599866,0.587699,0.600296
-17.4913,0.638067,0.615231,0.63335,0.655507,0.634947,0.667441,0.645165,0.685367,0.615985,0.660674,0.620085,0.632693,0.602965,0.613902,0.541102,0.543391,0.625826,0.603219,0.610559,0.601625,0.589742,0.619052,0.586194,0.625496,0.643646,0.558153,0.578362,0.585512,0.539103,0.591942,0.61575,0.633401,0.652515,0.608648,0.612953,0.586832,0.578363,0.594721
-16.9913,0.638012,0.607619,0.613768,0.647152,0.638364,0.664107,0.637929,0.682388,0.609046,0.648445,0.611769,0.623968,0.59811,0.603647,0.535035,0.532261,0.625006,0.60635,0.612591,0.600615,0.58984,0.615723,0.590369,0.622001,0.641837,0.563297,0.571576,0.584662,0.542842,0.588558,0.609854,0.625333,0.64444,0.613512,0.614483,0.581309,0.577072,0.598675
-16.4913,0.643554,0.616036,0.605182,0.648739,0.6519,0.673957,0.64454,0.68752,0.612477,0.642627,0.61551,0.628149,0.60396,0.608261,0.535943,0.53432,0.628227,0.617165,0.626536,0.617001,0.592987,0.619083,0.604224,0.628703,0.643731,0.574252,0.579835,0.598378,0.559996,0.601785,0.612886,0.624439,0.647119,0.624482,0.626022,0.587522,0.590127,0.61672
-15.9913,0.653913,0.63835,0.613591,0.660141,0.674426,0.695014,0.661825,0.700144,0.624302,0.643834,0.631835,0.645628,0.622202,0.627046,0.546308,0.549318,0.636746,0.635493,0.652491,0.650851,0.601895,0.630834,0.624038,0.646162,0.650358,0.589101,0.601942,0.627262,0.587646,0.630078,0.624182,0.631244,0.659541,0.640814,0.645534,0.60557,0.616575,0.647386
-15.4913,0.666827,0.667624,0.636775,0.678174,0.701991,0.719011,0.681795,0.714333,0.639905,0.65001,0.655611,0.670119,0.648933,0.651369,0.565175,0.572276,0.651053,0.660112,0.686084,0.691523,0.616507,0.647916,0.642409,0.669123,0.660555,0.604932,0.630921,0.663604,0.617092,0.661311,0.63836,0.642553,0.67567,0.660236,0.666461,0.631396,0.647368,0.679798
-14.9913,0.67899,0.694414,0.664727,0.697009,0.723853,0.737432,0.695191,0.72259,0.654478,0.657376,0.678093,0.691751,0.674432,0.671125,0.587181,0.595788,0.6697,0.686138,0.717187,0.723914,0.63354,0.66252,0.652665,0.688355,0.670122,0.617669,0.657988,0.694664,0.639831,0.682383,0.648498,0.652488,0.688258,0.676025,0.682117,0.656948,0.672235,0.706386
