Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,010_14months_DTI_antsBM,012_10months_DTI_antsBM,012_14months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,020_14months_DTI_antsBM,021_11months_DTI_antsBM,021_14months_DTI_antsBM,022_11months_DTI_antsBM,022_14months_DTI_antsBM,023_11months_DTI_antsBM,023_14months_DTI_antsBM,025_10months_DTI_antsBM,025_13months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_10months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_10months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_10months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM
-25.5673,0.249377,0.30721,0.279606,0.189403,0.284864,0.237318,0.27357,0.309928,0.275254,0.263086,0.341622,0.345523,0.394049,0.404247,0.20592,0.273915,0.256079,0.276835,0.280039,0.294876,0.315657,0.250151,0.264963,0.30338,0.29756,0.292583,0.328438,0.394963,0.2531,0.330931,0.33886,0.316989,0.304505,0.326755,0.355611,0.261881,0.244252,0.383866
-25.0673,0.281849,0.343896,0.288563,0.21457,0.319805,0.284661,0.314013,0.344291,0.30456,0.281932,0.374695,0.348111,0.398155,0.42037,0.236938,0.298138,0.275261,0.297649,0.31565,0.324491,0.331897,0.273526,0.291781,0.330245,0.324405,0.317982,0.353852,0.405815,0.281636,0.351378,0.356472,0.343247,0.336168,0.350445,0.378286,0.289161,0.278532,0.401864
-24.5673,0.409036,0.444515,0.364725,0.317835,0.423476,0.421157,0.435811,0.452754,0.405235,0.378955,0.45235,0.393717,0.453943,0.519545,0.356358,0.388993,0.381654,0.382229,0.421129,0.414342,0.39214,0.379884,0.373652,0.414971,0.414281,0.415052,0.442751,0.463725,0.383495,0.426635,0.418797,0.431605,0.435708,0.43517,0.465536,0.385296,0.366732,0.467436
-24.0673,0.53834,0.54136,0.451768,0.433632,0.518123,0.54645,0.550169,0.559151,0.51037,0.485107,0.523823,0.453774,0.524757,0.620294,0.469243,0.476606,0.493691,0.469575,0.516543,0.497811,0.452672,0.492964,0.4625,0.501638,0.503005,0.511829,0.527128,0.525046,0.483346,0.504311,0.478317,0.511461,0.530645,0.520597,0.554039,0.479019,0.447344,0.534876
-23.5673,0.603141,0.596049,0.502977,0.495259,0.564826,0.609369,0.611707,0.622661,0.573662,0.546249,0.561472,0.504122,0.569467,0.664799,0.520487,0.514932,0.548277,0.5153,0.564773,0.538292,0.491512,0.553869,0.515722,0.549745,0.547938,0.563731,0.571618,0.56347,0.534771,0.551584,0.513333,0.55325,0.585987,0.569215,0.604722,0.530971,0.492566,0.577711
-23.0673,0.642979,0.638571,0.537332,0.526356,0.59282,0.642857,0.655666,0.669399,0.617568,0.585628,0.585765,0.552162,0.605052,0.68703,0.548075,0.53528,0.580297,0.543947,0.596749,0.565312,0.521891,0.591503,0.550563,0.581189,0.576233,0.600247,0.598918,0.597428,0.570668,0.581591,0.544339,0.585904,0.62428,0.600751,0.637485,0.565958,0.52317,0.608786
-22.5673,0.672613,0.674265,0.56626,0.546784,0.610688,0.663013,0.689107,0.70226,0.649881,0.609466,0.602822,0.596913,0.637186,0.701309,0.569165,0.548141,0.602947,0.567124,0.622665,0.586235,0.547583,0.61911,0.576371,0.60521,0.596415,0.631773,0.620327,0.62796,0.598055,0.601677,0.576775,0.615034,0.652744,0.622691,0.661134,0.594572,0.551079,0.632911
-22.0673,0.694753,0.70414,0.590027,0.560119,0.618231,0.672288,0.710839,0.720325,0.670844,0.622575,0.61631,0.633095,0.667058,0.710808,0.586624,0.558369,0.619556,0.588289,0.644235,0.60234,0.568706,0.639466,0.592842,0.621567,0.610324,0.65857,0.636546,0.65582,0.616153,0.614023,0.607386,0.639264,0.671758,0.634223,0.676125,0.617693,0.578079,0.651553
-21.5673,0.707286,0.71724,0.603271,0.566418,0.611331,0.665435,0.713086,0.715813,0.669969,0.620102,0.622697,0.645272,0.684771,0.712631,0.59795,0.566284,0.626793,0.60384,0.656461,0.611031,0.576798,0.648271,0.592186,0.626067,0.612422,0.67473,0.643406,0.671711,0.618232,0.614995,0.623684,0.649565,0.673005,0.629618,0.675695,0.628513,0.59775,0.657958
-21.0673,0.710831,0.707993,0.603996,0.574017,0.590996,0.645135,0.695747,0.692837,0.647921,0.607642,0.618556,0.627345,0.680589,0.703908,0.598238,0.567533,0.623878,0.607504,0.652757,0.608051,0.568287,0.642477,0.572388,0.615918,0.600022,0.674023,0.636697,0.666129,0.602415,0.608841,0.614179,0.638581,0.653253,0.608838,0.658621,0.624279,0.603005,0.650118
