Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,010_14months_DTI_antsBM,012_10months_DTI_antsBM,012_14months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,020_14months_DTI_antsBM,021_11months_DTI_antsBM,021_14months_DTI_antsBM,022_11months_DTI_antsBM,022_14months_DTI_antsBM,023_11months_DTI_antsBM,023_14months_DTI_antsBM,025_10months_DTI_antsBM,025_13months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_10months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_10months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_10months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM
-14.1662,0.274463,0.249102,0.30293,0.254102,0.251478,0.258732,0.243228,0.247737,0.234684,0.273299,0.261979,0.266884,0.263676,0.27581,0.253081,0.258818,0.258176,0.293718,0.26059,0.240389,0.241078,0.245556,0.247018,0.234942,0.249195,0.261823,0.259825,0.255497,0.225903,0.23071,0.247739,0.23301,0.229047,0.216682,0.229036,0.242123,0.278077,0.246237
-13.6662,0.309784,0.288131,0.33926,0.286663,0.284056,0.289138,0.279348,0.286744,0.272547,0.307892,0.295701,0.299793,0.295324,0.315322,0.280805,0.286669,0.29213,0.332124,0.300121,0.277878,0.271273,0.275118,0.277317,0.269487,0.273538,0.28684,0.286754,0.282137,0.255317,0.258708,0.280064,0.262148,0.258844,0.242818,0.258341,0.273125,0.303343,0.277112
-13.1662,0.348781,0.331011,0.379771,0.324337,0.320786,0.324962,0.318635,0.329593,0.314925,0.345559,0.330566,0.336966,0.329249,0.358036,0.31041,0.315614,0.329634,0.372716,0.343719,0.319596,0.304645,0.309475,0.310978,0.307739,0.301166,0.313101,0.315851,0.311468,0.2885,0.29051,0.317194,0.295102,0.291295,0.272648,0.291867,0.305303,0.333478,0.313246
-12.6662,0.385937,0.373898,0.421783,0.363125,0.358429,0.362873,0.355089,0.37013,0.35711,0.381048,0.363958,0.375113,0.36164,0.399663,0.339924,0.343761,0.365974,0.410218,0.384089,0.359405,0.339,0.345957,0.342827,0.345311,0.329004,0.338175,0.343767,0.340943,0.321247,0.321734,0.354294,0.328377,0.325613,0.299709,0.323184,0.336884,0.365181,0.351202
-12.1662,0.4166,0.412548,0.461051,0.39915,0.394154,0.400461,0.384574,0.403488,0.394935,0.411878,0.396239,0.411532,0.390099,0.435754,0.367885,0.369946,0.397249,0.440412,0.414319,0.3912,0.373276,0.383284,0.370012,0.378668,0.355556,0.361169,0.368106,0.368813,0.349467,0.349392,0.387552,0.35934,0.361532,0.319376,0.34716,0.366336,0.395379,0.386433
-11.6662,0.440147,0.44501,0.494685,0.430783,0.427365,0.436214,0.407501,0.428764,0.426635,0.439215,0.430994,0.445679,0.415501,0.465642,0.394364,0.39539,0.423954,0.464133,0.432717,0.413438,0.407575,0.421095,0.392832,0.407861,0.381128,0.383443,0.389552,0.395488,0.371941,0.372838,0.416303,0.388046,0.398962,0.33252,0.364233,0.393775,0.423351,0.416813
-11.1662,0.457943,0.47087,0.51987,0.457071,0.457144,0.468559,0.424756,0.447785,0.451861,0.465371,0.47035,0.477534,0.439556,0.49112,0.420029,0.421225,0.449029,0.485543,0.444058,0.429451,0.441092,0.458161,0.414263,0.435136,0.405846,0.405958,0.409515,0.421502,0.389371,0.392724,0.44108,0.415276,0.435958,0.344062,0.37964,0.418057,0.44948,0.441521
-10.6662,0.473201,0.491322,0.535745,0.476438,0.482349,0.495506,0.438798,0.463238,0.470996,0.491072,0.512056,0.506246,0.462804,0.514602,0.444643,0.446854,0.475625,0.508961,0.455413,0.444862,0.470275,0.490367,0.438028,0.462924,0.428484,0.428116,0.429433,0.446067,0.403383,0.409155,0.462847,0.44144,0.468562,0.35973,0.399381,0.43815,0.473842,0.460854
-10.1662,0.488464,0.507514,0.543923,0.48844,0.502343,0.516382,0.451272,0.476729,0.484571,0.51366,0.54944,0.529152,0.483309,0.536571,0.466156,0.469566,0.503504,0.534892,0.471108,0.463081,0.490448,0.512607,0.464215,0.490718,0.446186,0.4478,0.448802,0.466804,0.415022,0.422595,0.481497,0.465126,0.491755,0.381419,0.424773,0.452886,0.495063,0.475644
-9.66617,0.502194,0.517242,0.545664,0.49264,0.51522,0.530264,0.460699,0.486477,0.491286,0.527881,0.573357,0.541392,0.495901,0.552324,0.480015,0.484211,0.525976,0.55602,0.487329,0.481011,0.497338,0.521022,0.487456,0.513606,0.455189,0.461285,0.463139,0.479267,0.422983,0.432059,0.494243,0.481615,0.500686,0.403714,0.449041,0.459155,0.50869,0.484669
