Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,012_10months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,021_11months_DTI_antsBM,022_11months_DTI_antsBM,023_11months_DTI_antsBM,025_10months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM,Atlas
-28.5681,0.166053,0.160784,0.180212,0.163161,0.172879,0.148173,0.14685,0.168937,0.12961,0.175852,0.164511,0.156466,0.14575,0.140046,0.13919,0.143125,0.130265,0.202276,0.130527,0.208471,0.124766,0.156181,0.173595,0.144378,0.155783,0.132335,0.154292,0.147874,0.125576
-28.0681,0.184913,0.18111,0.198912,0.187086,0.195047,0.16732,0.1734,0.195346,0.15323,0.185777,0.184933,0.189636,0.162659,0.161344,0.157689,0.160102,0.154152,0.216034,0.145364,0.225737,0.150004,0.172121,0.189818,0.159249,0.177742,0.150051,0.169288,0.166397,0.131074
-27.5681,0.203371,0.205606,0.221109,0.210751,0.219104,0.189609,0.197995,0.226485,0.181134,0.196212,0.207261,0.223019,0.181131,0.179294,0.177279,0.176058,0.177078,0.23149,0.164247,0.244093,0.177831,0.190808,0.208995,0.17494,0.202512,0.169244,0.187588,0.186321,0.136885
-27.0681,0.22275,0.232609,0.247667,0.231367,0.241955,0.212265,0.222569,0.258384,0.210672,0.210118,0.232574,0.25252,0.201293,0.195026,0.197031,0.193787,0.199482,0.249188,0.183269,0.261132,0.207302,0.209,0.228053,0.188697,0.22652,0.188842,0.208677,0.205188,0.144076
-26.5681,0.241857,0.255819,0.27243,0.250202,0.260499,0.23172,0.247237,0.286248,0.237702,0.226423,0.256894,0.27612,0.221447,0.209057,0.216282,0.211839,0.218722,0.268157,0.20113,0.274405,0.234174,0.225265,0.245988,0.200866,0.247287,0.207636,0.228809,0.221715,0.15483
-26.0681,0.261588,0.277032,0.297333,0.268151,0.275231,0.250382,0.272593,0.311324,0.263285,0.24653,0.279879,0.295889,0.240765,0.223413,0.235763,0.22873,0.23672,0.288989,0.219458,0.284462,0.259303,0.241414,0.263555,0.213314,0.266178,0.226831,0.248788,0.237943,0.169183
-25.5681,0.28375,0.299536,0.323201,0.286812,0.289749,0.271785,0.301386,0.335747,0.288961,0.272749,0.304589,0.314904,0.261568,0.241043,0.256753,0.246668,0.256027,0.312782,0.239487,0.296168,0.284702,0.25819,0.282598,0.227985,0.285516,0.248357,0.269789,0.256366,0.187996
-25.0681,0.307221,0.322611,0.348366,0.305121,0.306784,0.296491,0.332949,0.360311,0.314062,0.304376,0.332197,0.335619,0.282954,0.263856,0.279182,0.265047,0.277607,0.339385,0.260684,0.314428,0.309478,0.275327,0.305509,0.244711,0.307664,0.272962,0.289891,0.278186,0.210998
-24.5681,0.328476,0.343617,0.370622,0.320624,0.327895,0.321822,0.363376,0.382339,0.336593,0.337256,0.36143,0.356034,0.301457,0.291112,0.301098,0.282593,0.301792,0.365597,0.280187,0.343151,0.331982,0.291653,0.332277,0.261454,0.330413,0.297886,0.307707,0.30327,0.234454
-24.0681,0.346074,0.359804,0.389602,0.335379,0.351874,0.343154,0.390011,0.400133,0.357556,0.366128,0.389506,0.373106,0.31673,0.321673,0.323752,0.299931,0.327811,0.388795,0.297103,0.379715,0.350842,0.307529,0.361032,0.277782,0.349616,0.321151,0.324599,0.331087,0.257157
-23.5681,0.363952,0.375188,0.411174,0.356804,0.375346,0.359093,0.414239,0.416415,0.380458,0.389029,0.412725,0.386883,0.332417,0.355901,0.352272,0.318726,0.357585,0.408845,0.315335,0.417358,0.36638,0.327016,0.390193,0.299207,0.366593,0.343602,0.345499,0.361769,0.28057
-23.0681,0.388052,0.398219,0.442166,0.389818,0.396831,0.376049,0.439559,0.43787,0.409611,0.407867,0.430956,0.401842,0.355162,0.39463,0.390742,0.341363,0.391863,0.427669,0.341542,0.452147,0.381805,0.354276,0.417373,0.33135,0.387393,0.368303,0.375857,0.395183,0.307683
-22.5681,0.421989,0.434812,0.485265,0.432949,0.418396,0.401069,0.468378,0.470675,0.447074,0.427197,0.449131,0.424392,0.388903,0.436405,0.438783,0.369924,0.427829,0.448835,0.379453,0.484648,0.400922,0.390401,0.441338,0.374603,0.419691,0.398708,0.415929,0.430705,0.341002
-22.0681,0.462864,0.481624,0.533158,0.479463,0.44252,0.437717,0.500687,0.51361,0.488808,0.452949,0.472569,0.456717,0.430391,0.475032,0.489604,0.403796,0.461851,0.474686,0.426507,0.515213,0.426216,0.431454,0.463144,0.422573,0.462952,0.433376,0.45833,0.466042,0.380096
-21.5681,0.503832,0.528615,0.574018,0.522301,0.470753,0.480268,0.533503,0.559534,0.528471,0.487092,0.503259,0.495265,0.471898,0.506727,0.534946,0.439682,0.490587,0.504685,0.474399,0.541723,0.457759,0.471019,0.485593,0.467231,0.509477,0.468612,0.495302,0.4984,0.421975
-21.0681,0.539049,0.568643,0.60242,0.558791,0.50231,0.51927,0.563283,0.600138,0.560294,0.527926,0.538698,0.533802,0.507503,0.531548,0.570626,0.473641,0.514593,0.535678,0.513846,0.562782,0.492617,0.503977,0.511297,0.504889,0.550983,0.50082,0.524274,0.526835,0.462991
-20.5681,0.567946,0.600443,0.622519,0.587184,0.534601,0.548559,0.588506,0.632202,0.584137,0.570913,0.574462,0.568517,0.536595,0.553363,0.597901,0.503104,0.537416,0.564141,0.540509,0.579751,0.526988,0.529279,0.541035,0.536227,0.58468,0.529542,0.548439,0.551728,0.501016
-20.0681,0.594035,0.626878,0.642165,0.606922,0.566469,0.567882,0.608913,0.655069,0.605363,0.609727,0.607061,0.598708,0.561977,0.575612,0.620318,0.528224,0.559982,0.58768,0.556226,0.596043,0.557801,0.550055,0.572535,0.562302,0.612178,0.55618,0.572515,0.574715,0.535182
-19.5681,0.620512,0.650475,0.664008,0.619525,0.597053,0.583675,0.625532,0.671925,0.628803,0.64142,0.635896,0.625858,0.585969,0.59747,0.640716,0.550656,0.582596,0.606078,0.567133,0.613136,0.58413,0.570145,0.602197,0.583526,0.634277,0.580526,0.598202,0.597095,0.565458
