Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,012_10months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,021_11months_DTI_antsBM,022_11months_DTI_antsBM,023_11months_DTI_antsBM,025_10months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM,Atlas
-21.4606,0.213775,0.202564,0.214678,0.166683,0.211978,0.182948,0.20545,0.177521,0.172599,0.171533,0.183311,0.207547,0.181022,0.186962,0.170293,0.171785,0.18198,0.167763,0.18698,0.176332,0.155469,0.174608,0.191255,0.1836,0.178236,0.167812,0.158999,0.179091,0.130342
-20.9606,0.225168,0.20698,0.222879,0.184679,0.204565,0.183946,0.20483,0.191085,0.187743,0.191344,0.199672,0.223494,0.19561,0.199818,0.184361,0.178586,0.180827,0.19367,0.190865,0.180326,0.174194,0.182285,0.203502,0.197053,0.197777,0.186871,0.171393,0.194877,0.130073
-20.4606,0.240762,0.224535,0.242079,0.205621,0.21429,0.196356,0.229904,0.208431,0.207163,0.21021,0.219577,0.240954,0.211493,0.216011,0.202096,0.192612,0.193166,0.217893,0.202712,0.192725,0.191485,0.19841,0.221416,0.216274,0.217985,0.209416,0.190025,0.214084,0.131188
-19.9606,0.259441,0.246143,0.263995,0.225102,0.234627,0.210754,0.261292,0.225062,0.227877,0.226249,0.242761,0.260902,0.23046,0.232809,0.224623,0.210308,0.211434,0.240729,0.219912,0.211175,0.210223,0.21685,0.241575,0.237248,0.238346,0.233754,0.208147,0.235547,0.138519
-19.4606,0.278644,0.26707,0.285516,0.243302,0.257195,0.226023,0.289975,0.240436,0.249745,0.241283,0.265885,0.280764,0.251164,0.248243,0.247823,0.229797,0.229624,0.262049,0.238737,0.231152,0.229334,0.235179,0.262343,0.258342,0.259449,0.257109,0.225965,0.256353,0.151232
-18.9606,0.298526,0.291113,0.308985,0.263133,0.282831,0.244515,0.318513,0.257715,0.273415,0.256726,0.290572,0.302003,0.27352,0.263856,0.272524,0.251589,0.249091,0.284127,0.260379,0.253201,0.250028,0.254519,0.283786,0.280238,0.282394,0.282099,0.245251,0.278473,0.168327
-18.4606,0.320391,0.319803,0.33485,0.285117,0.312725,0.26719,0.347495,0.279495,0.298757,0.273226,0.31718,0.324977,0.296954,0.280599,0.298971,0.276129,0.271115,0.308256,0.284988,0.278014,0.272399,0.274875,0.306913,0.303896,0.307721,0.310777,0.266065,0.303795,0.191416
-17.9606,0.340079,0.348976,0.358935,0.30458,0.342594,0.291034,0.371856,0.304197,0.321355,0.288878,0.341068,0.344914,0.317756,0.295611,0.322109,0.299568,0.293261,0.331518,0.309494,0.302346,0.292656,0.292321,0.328367,0.326097,0.331375,0.338551,0.285378,0.328794,0.217634
-17.4606,0.353585,0.371077,0.376668,0.315353,0.367805,0.312567,0.389725,0.326487,0.33728,0.301291,0.358869,0.357633,0.332839,0.306599,0.33564,0.317169,0.311667,0.349078,0.331241,0.323745,0.306766,0.303649,0.344526,0.343119,0.349118,0.359807,0.30111,0.348821,0.241491
-16.9606,0.361955,0.382811,0.386304,0.316703,0.38705,0.330389,0.403958,0.342785,0.349675,0.309852,0.370201,0.363158,0.343966,0.314479,0.337258,0.328242,0.324642,0.358405,0.349973,0.342516,0.31397,0.309429,0.355532,0.353372,0.362019,0.372749,0.313757,0.363211,0.261219
-16.4606,0.368062,0.386041,0.388997,0.31427,0.399732,0.343249,0.415892,0.351837,0.363492,0.315267,0.376369,0.363862,0.354068,0.321319,0.329583,0.334692,0.330817,0.360342,0.36513,0.358836,0.317489,0.311573,0.363294,0.357025,0.371715,0.379531,0.324476,0.373238,0.276952
-15.9606,0.374686,0.386045,0.385473,0.316133,0.407474,0.351377,0.425285,0.35695,0.379263,0.31923,0.379473,0.365216,0.364274,0.328026,0.318978,0.339832,0.33202,0.357567,0.37515,0.37143,0.321262,0.312967,0.370112,0.356014,0.379603,0.383374,0.333923,0.381072,0.289456
-15.4606,0.383162,0.388991,0.376761,0.326267,0.414925,0.355464,0.432836,0.362606,0.395729,0.325619,0.383245,0.37157,0.374711,0.335092,0.314582,0.345887,0.332205,0.354336,0.381392,0.380735,0.328059,0.315323,0.3769,0.353484,0.385908,0.38714,0.342408,0.389128,0.300336
-14.9606,0.393949,0.398121,0.368124,0.343201,0.427304,0.359034,0.440934,0.369199,0.41134,0.339386,0.391069,0.384162,0.387303,0.343128,0.323083,0.354659,0.335318,0.355505,0.387897,0.38917,0.338669,0.318341,0.38353,0.354862,0.391136,0.393255,0.351008,0.399219,0.311889
-14.4606,0.40398,0.410406,0.365211,0.361223,0.442328,0.364386,0.449368,0.374511,0.421798,0.360044,0.401215,0.399108,0.401625,0.350692,0.342337,0.364048,0.341666,0.360843,0.39484,0.397158,0.349578,0.320163,0.387639,0.361474,0.394743,0.400166,0.358752,0.410192,0.324531
-13.9606,0.409909,0.419527,0.370893,0.374594,0.453542,0.371423,0.45678,0.378046,0.424372,0.382753,0.410042,0.411237,0.413085,0.356616,0.365119,0.369942,0.347729,0.368871,0.400365,0.402778,0.357059,0.320292,0.387846,0.371533,0.395355,0.405267,0.363597,0.418898,0.337241
-13.4606,0.410885,0.421429,0.382064,0.381513,0.456382,0.378512,0.460938,0.381764,0.419409,0.401155,0.41543,0.41644,0.416934,0.360408,0.384249,0.37053,0.349981,0.378242,0.40236,0.403894,0.360508,0.319929,0.384596,0.381731,0.392396,0.406833,0.364706,0.422934,0.348856
-12.9606,0.406352,0.415927,0.391639,0.3813,0.448855,0.381859,0.458752,0.385055,0.408788,0.41021,0.417994,0.413495,0.411407,0.360324,0.393172,0.367294,0.346525,0.384276,0.400144,0.398574,0.360556,0.320776,0.378248,0.387174,0.386625,0.404629,0.36234,0.422179,0.357001
-12.4606,0.398231,0.406698,0.394858,0.375484,0.436613,0.380031,0.450041,0.387757,0.397558,0.409318,0.418252,0.404571,0.399746,0.35608,0.391046,0.36392,0.33931,0.384007,0.396953,0.387409,0.359036,0.323162,0.369955,0.385043,0.380395,0.399913,0.356794,0.419733,0.361287
-11.9606,0.39032,0.398706,0.393079,0.366737,0.425497,0.374538,0.437737,0.388279,0.389787,0.401189,0.41671,0.393994,0.388823,0.350342,0.380779,0.365079,0.332917,0.3782,0.395247,0.375674,0.357393,0.326344,0.361316,0.376656,0.376115,0.395434,0.349735,0.419625,0.36276
-11.4606,0.386294,0.395696,0.391767,0.358235,0.418245,0.369818,0.42602,0.387208,0.386378,0.389838,0.412553,0.386828,0.383771,0.346641,0.369904,0.37238,0.331294,0.370322,0.394536,0.368217,0.357049,0.331164,0.356215,0.367167,0.375899,0.393573,0.344333,0.423889,0.363525
-10.9606,0.388754,0.398701,0.394582,0.353663,0.416098,0.370838,0.420222,0.385935,0.387282,0.379785,0.40656,0.385169,0.384329,0.348702,0.365737,0.383042,0.335281,0.366018,0.393375,0.3681,0.359192,0.338229,0.357364,0.362002,0.379612,0.39481,0.343572,0.431103,0.366051
-10.4606,0.396518,0.407415,0.402324,0.356235,0.41681,0.379093,0.422163,0.385429,0.392285,0.375121,0.402797,0.387884,0.388803,0.358145,0.370194,0.394552,0.343803,0.369038,0.391369,0.374699,0.36396,0.348779,0.364983,0.363598,0.386305,0.400217,0.349941,0.438289,0.372557
-9.96065,0.406321,0.419371,0.412191,0.366256,0.419034,0.391886,0.427881,0.387334,0.400262,0.377334,0.403415,0.392779,0.395773,0.371766,0.380293,0.405121,0.355125,0.377194,0.389519,0.3845,0.370199,0.363076,0.3765,0.371032,0.394895,0.407852,0.361912,0.443615,0.383387
-9.46065,0.414755,0.431191,0.420401,0.38012,0.421883,0.404219,0.432143,0.391962,0.408555,0.385038,0.408552,0.398631,0.402739,0.384939,0.390209,0.413734,0.366595,0.386475,0.389525,0.393354,0.375885,0.378094,0.387001,0.380389,0.404044,0.413113,0.375367,0.446086,0.396204
-8.96065,0.420959,0.441428,0.426147,0.393375,0.425203,0.413659,0.433772,0.399716,0.415813,0.396182,0.414904,0.40494,0.407705,0.395769,0.397977,0.420878,0.376185,0.394377,0.392285,0.399757,0.38112,0.39121,0.393812,0.389124,0.413175,0.414319,0.387853,0.446508,0.408791
-8.46065,0.425836,0.448984,0.42971,0.40297,0.428892,0.419818,0.433974,0.407408,0.420824,0.406343,0.418772,0.411659,0.409498,0.403289,0.403978,0.426171,0.381122,0.398942,0.395879,0.402027,0.386496,0.399438,0.39616,0.395226,0.420401,0.411668,0.397262,0.447093,0.418785
-7.96065,0.428844,0.45231,0.431949,0.408969,0.43194,0.422275,0.434401,0.411766,0.42306,0.411659,0.418796,0.416985,0.408509,0.407586,0.4094,0.428979,0.379899,0.398886,0.397443,0.39929,0.391327,0.40091,0.394812,0.397345,0.423968,0.406174,0.402645,0.447364,0.424614
-7.46065,0.428897,0.44923,0.432494,0.411721,0.433416,0.422314,0.433813,0.411539,0.424135,0.410243,0.415036,0.418704,0.406338,0.409178,0.413528,0.428493,0.373602,0.393645,0.394782,0.394095,0.393385,0.396056,0.38986,0.395819,0.423092,0.399471,0.403936,0.445754,0.426116
-6.96065,0.426278,0.438733,0.431184,0.411937,0.432761,0.421229,0.430208,0.407561,0.424932,0.40293,0.409444,0.416841,0.404001,0.409134,0.415196,0.425304,0.364276,0.385543,0.388085,0.388388,0.390369,0.387029,0.383058,0.391905,0.419236,0.393255,0.402572,0.441936,0.424655
-6.46065,0.421175,0.423479,0.427918,0.409899,0.42993,0.417918,0.423661,0.400528,0.425016,0.393759,0.401624,0.410797,0.401065,0.408038,0.413949,0.420634,0.354339,0.37837,0.379178,0.383548,0.382725,0.377176,0.377666,0.38613,0.414205,0.388488,0.400595,0.436297,0.421591
-5.96065,0.414668,0.408951,0.423342,0.406133,0.426578,0.412958,0.414814,0.391732,0.424454,0.384795,0.392945,0.403012,0.396988,0.406339,0.411838,0.415497,0.346602,0.375766,0.370612,0.379633,0.373689,0.370322,0.376543,0.380195,0.409281,0.386022,0.39833,0.430432,0.418615
