Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,012_10months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,021_11months_DTI_antsBM,022_11months_DTI_antsBM,023_11months_DTI_antsBM,025_10months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM,Atlas
-13.335,0.231423,0.232807,0.237621,0.21031,0.196186,0.214849,0.226329,0.219794,0.204597,0.226499,0.197055,0.224593,0.201625,0.179951,0.215218,0.210778,0.20165,0.247351,0.186874,0.223866,0.207938,0.227567,0.237454,0.211669,0.216539,0.214251,0.176005,0.233048,0.133003
-12.835,0.251894,0.249074,0.244959,0.209313,0.207084,0.224234,0.237404,0.229518,0.22387,0.242489,0.209498,0.225714,0.209227,0.188739,0.226168,0.216108,0.214024,0.248814,0.199836,0.231124,0.212669,0.229049,0.241384,0.218748,0.220076,0.222128,0.185958,0.232731,0.142909
-12.335,0.268593,0.262735,0.249294,0.21013,0.214497,0.232012,0.243643,0.236662,0.236235,0.25045,0.219949,0.227222,0.214557,0.196543,0.233928,0.216661,0.220979,0.24417,0.20769,0.2349,0.213793,0.229292,0.239747,0.220638,0.219236,0.228295,0.192474,0.229038,0.148959
-11.835,0.277436,0.26603,0.250407,0.215437,0.2174,0.231741,0.246365,0.241069,0.243578,0.25305,0.22643,0.225003,0.215947,0.20147,0.233462,0.213001,0.221825,0.231155,0.208931,0.234339,0.210618,0.225796,0.233229,0.220486,0.216621,0.229466,0.193683,0.224083,0.15282
-11.335,0.268465,0.255858,0.243358,0.216803,0.211467,0.222135,0.243365,0.23983,0.240004,0.245945,0.221701,0.216259,0.208677,0.196709,0.220391,0.203304,0.214003,0.210675,0.200022,0.225161,0.201394,0.211837,0.218582,0.214067,0.209533,0.221102,0.186084,0.214724,0.152884
-10.835,0.240628,0.233004,0.226581,0.207724,0.195341,0.206153,0.233597,0.231745,0.230023,0.229136,0.203994,0.200116,0.195906,0.181446,0.1968,0.189414,0.197524,0.183459,0.182649,0.204355,0.185882,0.187102,0.197993,0.199455,0.196464,0.200077,0.171848,0.197122,0.151624
-10.335,0.221728,0.220233,0.218287,0.203664,0.186251,0.199891,0.230081,0.230888,0.227582,0.219998,0.193049,0.190774,0.190848,0.171627,0.183722,0.184048,0.190704,0.167939,0.174002,0.190644,0.178808,0.16903,0.188767,0.189846,0.190154,0.185905,0.166218,0.185449,0.157681
-9.83502,0.213866,0.217763,0.217348,0.204819,0.183819,0.201009,0.23185,0.234611,0.227693,0.217322,0.189099,0.187402,0.189621,0.168982,0.180648,0.183466,0.191123,0.160592,0.172011,0.185222,0.177445,0.157404,0.188571,0.185742,0.188704,0.179368,0.168332,0.178734,0.169681
-9.33502,0.215286,0.222316,0.221534,0.210841,0.187821,0.207102,0.239245,0.241282,0.230679,0.220082,0.191404,0.189582,0.191584,0.17345,0.184904,0.186089,0.195903,0.159316,0.174791,0.18661,0.179531,0.152737,0.196255,0.187559,0.192222,0.179831,0.177777,0.176936,0.18628
-8.83502,0.223669,0.230656,0.228647,0.220679,0.196963,0.215311,0.250453,0.250061,0.235656,0.227058,0.198354,0.19564,0.196019,0.183349,0.194782,0.190739,0.202888,0.16377,0.180508,0.192114,0.183725,0.154007,0.209008,0.194696,0.200418,0.186686,0.192931,0.179219,0.20685
