Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,012_10months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,021_11months_DTI_antsBM,022_11months_DTI_antsBM,023_11months_DTI_antsBM,025_10months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM,Atlas
-14.9789,0.485333,0.362178,0.485874,0.515341,0.478713,0.415886,0.478603,0.59006,0.524918,0.633292,0.424923,0.406872,0.391669,0.347399,0.372769,0.372408,0.353065,0.427652,0.310017,0.412489,0.520546,0.32323,0.439242,0.44084,0.427457,0.392274,0.41275,0.468913,0.166045
-14.4789,0.490038,0.352543,0.468914,0.502205,0.466507,0.410861,0.474318,0.57491,0.526171,0.634737,0.431737,0.400082,0.406677,0.34119,0.370704,0.366875,0.357786,0.414155,0.308881,0.408084,0.487099,0.309086,0.422263,0.420135,0.426526,0.379727,0.406034,0.45172,0.181806
-13.9789,0.492756,0.346768,0.453948,0.495489,0.449858,0.406044,0.474918,0.558773,0.533349,0.639284,0.440546,0.400246,0.413144,0.341287,0.370377,0.36909,0.365259,0.400768,0.308212,0.404667,0.466626,0.299678,0.409504,0.403049,0.432284,0.374031,0.401616,0.437021,0.197722
-13.4789,0.483448,0.338133,0.428544,0.486761,0.412264,0.393026,0.476123,0.541547,0.531472,-nan,0.444899,0.392499,0.406924,0.33577,0.360487,0.369673,0.366864,0.378916,0.301435,0.39458,0.437884,0.283188,0.391279,0.379097,0.43607,0.362182,0.386775,0.412391,0.205504
-12.9789,0.456654,0.339438,0.394262,0.481284,0.349846,0.376372,0.477321,0.526405,0.522562,-nan,0.445315,0.375494,0.381196,0.324387,0.337306,0.367319,0.357795,0.338357,0.286713,0.376118,0.394222,0.26288,0.362763,0.346104,0.434387,0.338389,0.358827,0.373276,0.206475
-12.4789,0.429899,0.374739,0.383392,0.491986,0.303435,0.374481,0.481616,0.528584,0.503701,-nan,0.449809,0.371634,0.341737,0.321889,0.31767,0.366821,0.351642,0.306946,0.275303,0.36318,0.366992,0.260316,0.345849,0.327628,0.434871,0.3235,0.340064,0.347516,0.203831
-11.9789,0.425153,0.434093,0.41007,0.521578,0.310434,0.404825,0.500583,0.553963,0.486963,-nan,0.46941,0.396908,0.310667,0.338103,0.323598,0.371813,0.364093,0.309362,0.280047,0.372558,0.374456,0.284848,0.354132,0.337107,0.448614,0.33191,0.351198,0.35325,0.202067
-11.4789,0.450138,0.4958,0.470056,0.568895,0.374731,0.469375,0.545995,0.600591,0.48375,-nan,0.515341,0.459805,0.304144,0.374745,0.372274,0.392126,0.396113,0.354415,0.310228,0.416636,0.419744,0.334945,0.388917,0.373041,0.487015,0.365895,0.395787,0.390608,0.206861
-10.9789,0.490716,0.528076,0.539219,0.613939,0.465063,0.531769,0.608382,0.657789,0.486952,-nan,0.58311,0.543425,0.329541,0.415445,0.452926,0.423542,0.432316,0.423807,0.363421,0.486361,0.482561,0.397826,0.434163,0.42029,0.539187,0.411313,0.45299,0.442002,0.215882
-10.4789,0.516385,0.528939,0.583651,0.640839,0.532214,0.567163,0.658368,0.702414,0.49679,0.471602,0.641257,0.608257,0.360785,0.441506,0.524504,0.449378,0.453931,0.48227,0.419863,0.54532,0.525026,0.449983,0.465852,0.452404,0.578873,0.435683,0.489325,0.477028,0.229595
