Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,012_10months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,021_11months_DTI_antsBM,022_11months_DTI_antsBM,023_11months_DTI_antsBM,025_10months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM,Atlas
-26.1154,0.146156,0.17065,0.218609,0.222439,0.147573,0.170158,0.19602,0.156692,0.200523,0.162662,0.198068,0.192251,0.0680941,0.11849,0.158203,0.156638,0.188957,0.102082,0.0836102,0.128022,0.120036,0.110067,0.138588,0.0948552,0.115741,0.112735,0.141866,0.132409,0.122452
-25.6154,0.154293,0.180744,0.227751,0.215306,0.160417,0.174481,0.204518,0.162353,0.201297,0.164448,0.211195,0.206293,0.0724466,0.131241,0.167717,0.156408,0.188073,0.114291,0.0989546,0.135081,0.120242,0.121799,0.153339,0.0993984,0.121017,0.117537,0.145441,0.139084,0.124008
-25.1154,0.159822,0.187656,0.233423,0.212677,0.167511,0.179343,0.206931,0.167929,0.201106,0.166923,0.226196,0.213648,0.0776045,0.140229,0.175334,0.156108,0.185464,0.123315,0.107055,0.140608,0.124169,0.130254,0.161329,0.105531,0.127011,0.125648,0.150605,0.149851,0.126248
-24.6154,0.162504,0.193031,0.239752,0.211449,0.171991,0.186798,0.209955,0.176711,0.201334,0.17217,0.242645,0.219392,0.0821575,0.147856,0.184064,0.158057,0.184586,0.133096,0.113152,0.14611,0.131064,0.137964,0.166908,0.11213,0.134589,0.133988,0.159352,0.163936,0.129299
-24.1154,0.159194,0.192681,0.24304,0.211667,0.169773,0.194147,0.209738,0.184853,0.202428,0.180066,0.256418,0.220082,0.0858355,0.151716,0.191039,0.162009,0.184879,0.14039,0.114238,0.148004,0.138538,0.14166,0.167899,0.118346,0.140836,0.142056,0.169494,0.176075,0.132305
-23.6154,0.15482,0.18206,0.239659,0.205352,0.163793,0.199218,0.205189,0.187316,0.203424,0.188664,0.262864,0.214814,0.0919181,0.151941,0.196127,0.167213,0.182276,0.145834,0.114549,0.147901,0.14568,0.142474,0.166467,0.125333,0.146854,0.14746,0.178941,0.187834,0.134413
-23.1154,0.165008,0.149503,0.191584,0.175523,0.163571,0.144499,0.144824,0.140723,0.161545,0.145193,0.191205,0.157178,0.108318,0.118957,0.167975,0.147637,0.14573,0.119937,0.110414,0.130848,0.139129,0.148177,0.166481,0.116357,0.147339,0.158549,0.139701,0.169939,0.12758
-22.6154,0.165084,0.123908,0.171763,0.164656,0.174363,0.13218,0.122596,0.129035,0.137868,0.126007,0.164937,0.143484,0.121824,0.113881,0.166382,0.136922,0.139346,0.117052,0.108096,0.124755,0.14629,0.155665,0.17289,0.115095,0.152591,0.167252,0.122091,0.163494,0.131177
-22.1154,0.163907,0.119191,0.174931,0.161107,0.181342,0.137435,0.119974,0.133248,0.130878,0.125644,0.161715,0.14706,0.129593,0.11897,0.170955,0.137308,0.140792,0.125534,0.115306,0.122367,0.151985,0.163444,0.179357,0.119832,0.159517,0.178259,0.120903,0.166407,0.137168
-21.6154,0.167082,0.128534,0.186948,0.160798,0.185136,0.147791,0.124502,0.142278,0.13502,0.131891,0.165747,0.153117,0.135586,0.126032,0.174277,0.141537,0.143508,0.138161,0.125048,0.122311,0.154122,0.17236,0.186834,0.128228,0.166388,0.190945,0.126503,0.173054,0.143641
