Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,012_10months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,021_11months_DTI_antsBM,022_11months_DTI_antsBM,023_11months_DTI_antsBM,025_10months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM,Atlas
-10.6204,0.158502,0.17765,0.206275,0.187788,0.176541,0.15725,0.233329,0.216351,0.155697,0.204666,0.19098,0.175728,0.125488,0.176681,0.1689,0.145728,0.14306,0.138606,0.145897,0.216096,0.147599,0.173831,0.207352,0.174121,0.165358,0.12488,0.139285,0.198661,0.124988
-10.1204,0.165143,0.174801,0.207773,0.184642,0.183552,0.158214,0.230532,0.214068,0.155444,0.206711,0.194077,0.180861,0.126991,0.174484,0.170967,0.142234,0.143597,0.140387,0.150384,0.219673,0.148075,0.173346,0.21145,0.171952,0.165147,0.128186,0.139956,0.199809,0.125783
-9.62041,0.175041,0.173029,0.205119,0.182654,0.189918,0.158411,0.225428,0.210907,0.156227,0.206355,0.197193,0.185771,0.129864,0.170395,0.174421,0.14097,0.143877,0.140655,0.155092,0.221506,0.149074,0.173966,0.214774,0.168168,0.163773,0.130187,0.139094,0.198369,0.126228
-9.12041,0.187313,0.170575,0.199807,0.181129,0.193771,0.159892,0.213219,0.207227,0.156284,0.20555,0.201573,0.188794,0.133038,0.163469,0.18022,0.138486,0.143997,0.139893,0.159979,0.222466,0.150493,0.175242,0.218775,0.163762,0.162152,0.132639,0.135393,0.196176,0.126544
-8.62041,0.197851,0.169604,0.19222,0.184836,0.191721,0.165937,0.194979,0.20423,0.156677,0.205559,0.207893,0.18823,0.135664,0.154655,0.18679,0.136798,0.144026,0.138046,0.16204,0.220192,0.15213,0.17808,0.219452,0.160707,0.160453,0.136128,0.127928,0.193257,0.127267
-8.12041,0.206995,0.168289,0.187929,0.194283,0.182497,0.180841,0.176839,0.205113,0.156913,0.21074,0.215722,0.186781,0.138381,0.150531,0.190452,0.135174,0.14427,0.137697,0.159281,0.216338,0.153427,0.180157,0.217968,0.160161,0.158875,0.143542,0.120807,0.193692,0.126524
-7.62041,0.213153,0.166207,0.194296,0.207201,0.174946,0.198521,0.169396,0.205512,0.155193,0.219471,0.22307,0.188895,0.13974,0.148673,0.189205,0.132853,0.144614,0.141767,0.157441,0.216041,0.154318,0.181295,0.210464,0.159039,0.15813,0.152363,0.118014,0.197241,0.127192
-7.12041,0.217173,0.163103,0.210753,0.216337,0.176479,0.209459,0.174882,0.203064,0.156775,0.22611,0.225985,0.193619,0.142857,0.148308,0.185304,0.133174,0.144839,0.149166,0.15652,0.221012,0.15707,0.183242,0.199445,0.159155,0.156552,0.15897,0.122891,0.200969,0.127977
-6.62041,0.219384,0.163399,0.231949,0.220741,0.18567,0.212075,0.187084,0.201337,0.163465,0.227947,0.225906,0.197254,0.148163,0.150269,0.184734,0.137592,0.144726,0.156093,0.159626,0.230524,0.16171,0.186428,0.191511,0.163074,0.158854,0.163184,0.130927,0.204696,0.128507
-6.12041,0.216159,0.166719,0.252226,0.221802,0.195899,0.209108,0.200887,0.199149,0.171861,0.226457,0.222656,0.199305,0.155402,0.153188,0.189172,0.143733,0.142944,0.160551,0.16354,0.237781,0.16779,0.187815,0.187164,0.170168,0.165545,0.169223,0.140594,0.204879,0.130187
-5.62041,0.208518,0.172093,0.265857,0.218967,0.203788,0.202861,0.212531,0.196889,0.179077,0.223499,0.216887,0.199679,0.165025,0.160245,0.196153,0.150621,0.139077,0.163552,0.168645,0.240422,0.175557,0.184959,0.188998,0.181615,0.174786,0.178796,0.150792,0.20175,0.132166
-5.12041,0.200209,0.178033,0.268802,0.214359,0.210098,0.194824,0.218832,0.193618,0.180025,0.220019,0.209937,0.197894,0.174431,0.170807,0.20349,0.157234,0.134233,0.165303,0.174404,0.238195,0.181341,0.177888,0.195822,0.192435,0.18476,0.188023,0.15861,0.195682,0.134118
-4.62041,0.1942,0.181215,0.26098,0.206866,0.216306,0.187311,0.21756,0.190309,0.176327,0.218102,0.202049,0.195664,0.183578,0.181487,0.207048,0.161898,0.131259,0.167547,0.178073,0.232404,0.180913,0.170078,0.204983,0.198171,0.192578,0.193389,0.164947,0.187848,0.136028
-4.12041,0.193127,0.185041,0.248307,0.198569,0.223916,0.180819,0.209349,0.190828,0.172548,0.21909,0.195655,0.195881,0.189864,0.190293,0.206638,0.164075,0.133817,0.171817,0.182717,0.226459,0.173749,0.166285,0.215369,0.199421,0.198143,0.194738,0.170296,0.182342,0.137719
-3.62041,0.197703,0.194885,0.237303,0.192353,0.230923,0.175738,0.196906,0.196695,0.173352,0.223259,0.192641,0.200246,0.192383,0.198463,0.202587,0.161798,0.140975,0.177885,0.19008,0.220245,0.16445,0.169413,0.226581,0.198946,0.200367,0.196394,0.176439,0.180378,0.139909
-3.12041,0.206315,0.214015,0.232086,0.188807,0.232774,0.170762,0.182475,0.207032,0.182529,0.229209,0.193094,0.206536,0.191728,0.209009,0.197633,0.156467,0.148286,0.184711,0.200171,0.215592,0.15783,0.178011,0.238307,0.200323,0.197739,0.202012,0.183331,0.183937,0.143469
-2.62041,0.217357,0.240151,0.233465,0.189361,0.228762,0.166178,0.167189,0.218044,0.197686,0.235407,0.199361,0.2112,0.190187,0.224463,0.194597,0.151928,0.152849,0.190791,0.209644,0.21466,0.156283,0.18853,0.249267,0.205053,0.193049,0.211147,0.189511,0.195758,0.148046
-2.12041,0.230011,0.262737,0.239065,0.19269,0.221588,0.163187,0.152155,0.226983,0.21679,0.240427,0.21218,0.213148,0.191205,0.244282,0.19447,0.151532,0.154302,0.195762,0.215872,0.218042,0.157337,0.198125,0.256062,0.210791,0.191201,0.221563,0.195569,0.215362,0.153188
-1.62041,0.242162,0.27024,0.244218,0.195616,0.214566,0.161577,0.137852,0.231327,0.232908,0.244733,0.229772,0.214497,0.194387,0.264095,0.197281,0.155388,0.154068,0.200376,0.217108,0.22408,0.157387,0.204448,0.25523,0.215152,0.196012,0.229796,0.202698,0.239232,0.158562
-1.12041,0.251032,0.260857,0.244967,0.19585,0.209765,0.159765,0.127158,0.229895,0.240428,0.248149,0.24706,0.218236,0.197444,0.277983,0.200329,0.16032,0.153344,0.204991,0.213442,0.227748,0.157052,0.206766,0.247495,0.217713,0.206433,0.232857,0.209973,0.259696,0.162511
-0.620412,0.254734,0.243124,0.240543,0.192257,0.206621,0.155587,0.121671,0.224234,0.238967,0.250141,0.257241,0.223362,0.19802,0.282951,0.202228,0.163924,0.151846,0.209293,0.207367,0.226911,0.15747,0.206612,0.236479,0.21858,0.217119,0.231225,0.215341,0.271335,0.164499
-0.120412,0.255015,0.227353,0.229861,0.185717,0.206067,0.146541,0.123451,0.215552,0.230439,0.252912,0.257716,0.230292,0.196222,0.279202,0.205186,0.167511,0.150003,0.216063,0.201597,0.22359,0.161709,0.207189,0.226205,0.221387,0.228606,0.226456,0.220175,0.277953,0.166197
0.379588,0.252064,0.223637,0.215276,0.18063,0.206152,0.135311,0.133791,0.2092,0.219837,0.255527,0.246126,0.235113,0.192263,0.269364,0.208325,0.170348,0.149944,0.223305,0.202298,0.219814,0.16883,0.209187,0.219048,0.225745,0.237646,0.221437,0.222731,0.280849,0.167399
0.879588,0.247727,0.226175,0.201365,0.181413,0.205829,0.12754,0.147696,0.207768,0.211133,0.257328,0.227494,0.234755,0.187829,0.261684,0.210574,0.171808,0.151341,0.22927,0.20973,0.216393,0.175758,0.211716,0.213289,0.231308,0.242353,0.216634,0.224437,0.281113,0.168828
1.37959,0.244622,0.227123,0.193738,0.18791,0.204758,0.126348,0.158326,0.210229,0.208127,0.25757,0.207671,0.229201,0.184941,0.259822,0.210684,0.172057,0.153396,0.233388,0.21663,0.211448,0.181208,0.213854,0.210401,0.238336,0.242224,0.20931,0.225854,0.279012,0.169772
1.87959,0.240637,0.22418,0.191263,0.197558,0.200556,0.129647,0.165379,0.214415,0.207754,0.25518,0.186815,0.218046,0.181608,0.260853,0.207462,0.171668,0.15577,0.234636,0.216624,0.203225,0.185185,0.215335,0.209653,0.24609,0.237014,0.197339,0.226311,0.271665,0.169683
2.37959,0.237095,0.218826,0.19407,0.205451,0.19325,0.138198,0.165731,0.219581,0.210762,0.250202,0.172519,0.202612,0.179825,0.264967,0.201773,0.172059,0.158605,0.2321,0.207594,0.195345,0.186574,0.21609,0.212769,0.254044,0.227936,0.183361,0.227225,0.260359,0.168653
2.87959,0.233155,0.21284,0.198901,0.207227,0.184216,0.14955,0.161799,0.223783,0.214605,0.243059,0.163788,0.185972,0.179988,0.268363,0.195199,0.17295,0.162765,0.225188,0.194317,0.191577,0.18482,0.214602,0.217166,0.260641,0.217819,0.171631,0.22811,0.247144,0.166729
3.37959,0.225987,0.2054,0.202944,0.202143,0.175032,0.160476,0.156164,0.225711,0.214418,0.233358,0.159034,0.170378,0.182672,0.26925,0.18784,0.172457,0.166454,0.211707,0.181238,0.191036,0.178584,0.209413,0.218205,0.263786,0.208206,0.16369,0.227226,0.231998,0.164006
3.87959,0.215953,0.195195,0.207389,0.19321,0.168372,0.169902,0.149291,0.224715,0.211175,0.221153,0.157179,0.157639,0.188301,0.269322,0.181011,0.170314,0.168771,0.191563,0.171116,0.18995,0.168172,0.202297,0.214155,0.262606,0.200552,0.15776,0.223416,0.21717,0.160472
4.37959,0.205714,0.185059,0.213131,0.186303,0.164882,0.176715,0.142804,0.221608,0.206552,0.207748,0.157266,0.148715,0.195334,0.270348,0.175159,0.166886,0.168465,0.165913,0.163314,0.186139,0.15414,0.197048,0.20577,0.256002,0.196282,0.153113,0.216415,0.204363,0.156765
4.87959,0.197502,0.17757,0.21535,0.182823,0.161625,0.182097,0.13899,0.218327,0.202294,0.196279,0.160219,0.143866,0.200392,0.273348,0.170344,0.162881,0.165884,0.1382,0.156564,0.180482,0.138547,0.195614,0.195279,0.244744,0.196641,0.147747,0.207608,0.194925,0.153081
