Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,010_14months_DTI_antsBM,012_10months_DTI_antsBM,012_14months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,020_14months_DTI_antsBM,021_11months_DTI_antsBM,021_14months_DTI_antsBM,022_11months_DTI_antsBM,022_14months_DTI_antsBM,023_11months_DTI_antsBM,023_14months_DTI_antsBM,025_10months_DTI_antsBM,025_13months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_10months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_10months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_10months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM
-26.7452,0.189269,0.197258,0.199654,0.210537,0.172054,0.188848,0.189637,0.18907,0.223296,0.209538,0.194904,0.168697,0.168157,0.189935,0.19955,0.207275,0.16699,0.189391,0.196207,0.154981,0.168227,0.172069,0.192446,0.173205,0.217862,0.185661,0.188543,0.182014,0.189369,0.170342,0.206228,0.199659,0.169211,0.187655,0.179424,0.170961,0.20239,0.165082
-26.2452,0.189856,0.192684,0.195584,0.212121,0.167402,0.183503,0.188223,0.188738,0.215687,0.207372,0.184858,0.165804,0.165082,0.1904,0.196616,0.202397,0.170164,0.187727,0.189026,0.156928,0.171752,0.174444,0.189593,0.173506,0.215834,0.180316,0.188828,0.180481,0.185001,0.16932,0.207567,0.198286,0.171341,0.185885,0.177923,0.169174,0.207614,0.164872
-25.7452,0.188786,0.185116,0.191201,0.209808,0.163137,0.176857,0.184279,0.186873,0.205253,0.200503,0.171495,0.162888,0.163995,0.190268,0.191563,0.1942,0.176367,0.19401,0.181355,0.159084,0.170446,0.174033,0.182432,0.170383,0.211275,0.174967,0.187799,0.179331,0.179014,0.166247,0.207008,0.195786,0.170865,0.17978,0.17301,0.167409,0.210343,0.164903
-25.2452,0.188465,0.179772,0.191411,0.205801,0.163242,0.175197,0.179898,0.186408,0.199442,0.192916,0.164614,0.164912,0.169591,0.192048,0.187276,0.187204,0.186235,0.199846,0.179521,0.163701,0.170386,0.174189,0.17571,0.169105,0.207548,0.17374,0.188004,0.1807,0.173882,0.167829,0.205826,0.193858,0.170016,0.174223,0.16983,0.169409,0.212617,0.167671
-24.7452,0.193303,0.182501,0.199911,0.205328,0.170984,0.183871,0.180572,0.191005,0.205515,0.192204,0.171834,0.175593,0.183324,0.197986,0.187697,0.186454,0.198429,0.204247,0.187306,0.172792,0.177439,0.179966,0.176699,0.175262,0.208394,0.178572,0.193105,0.186549,0.174246,0.17407,0.208574,0.195436,0.1735,0.175209,0.172583,0.177124,0.217593,0.17635
-24.2452,0.208774,0.198014,0.220124,0.213583,0.189047,0.204612,0.193322,0.205304,0.227198,0.205091,0.195717,0.196874,0.206278,0.211224,0.197964,0.197313,0.212229,0.212358,0.206381,0.189631,0.195223,0.196474,0.190684,0.192905,0.218814,0.192052,0.207618,0.200265,0.185955,0.189843,0.220942,0.205745,0.187728,0.188732,0.186014,0.192284,0.229614,0.194159
-23.7452,0.23893,0.226755,0.253438,0.234524,0.21878,0.236709,0.221365,0.232734,0.262471,0.233623,0.233597,0.229213,0.237637,0.234578,0.220997,0.222178,0.231287,0.231318,0.23689,0.216337,0.224235,0.225734,0.218471,0.223366,0.241012,0.215913,0.233811,0.224473,0.211789,0.217277,0.24582,0.229133,0.216199,0.216106,0.211039,0.216166,0.251971,0.222389
-23.2452,0.285327,0.267228,0.299782,0.270012,0.260053,0.277711,0.264099,0.273565,0.306841,0.276226,0.280946,0.271755,0.276888,0.269705,0.257221,0.260882,0.262845,0.267078,0.278604,0.255843,0.263403,0.267193,0.25858,0.26568,0.274235,0.252491,0.271887,0.261217,0.250863,0.25461,0.283921,0.267426,0.259303,0.255453,0.246963,0.250323,0.286395,0.261478
-22.7452,0.347265,0.319239,0.359052,0.320114,0.312148,0.327455,0.318449,0.327022,0.358186,0.330657,0.337458,0.324624,0.325163,0.318834,0.306029,0.311676,0.312111,0.321499,0.332121,0.30965,0.312491,0.320303,0.310048,0.318857,0.31719,0.303475,0.32209,0.312169,0.301442,0.30165,0.33472,0.319795,0.315236,0.30485,0.294556,0.296411,0.333602,0.312341
-22.2452,0.416032,0.378116,0.424381,0.379434,0.369092,0.38248,0.376682,0.386827,0.411522,0.389925,0.399334,0.382733,0.378508,0.378413,0.361007,0.367027,0.3755,0.387123,0.392544,0.371647,0.366611,0.378833,0.368269,0.377402,0.364468,0.362492,0.380023,0.372228,0.356813,0.353347,0.392411,0.378774,0.376505,0.358291,0.348079,0.349002,0.388108,0.369891
