Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,010_14months_DTI_antsBM,012_10months_DTI_antsBM,012_14months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,020_14months_DTI_antsBM,021_11months_DTI_antsBM,021_14months_DTI_antsBM,022_11months_DTI_antsBM,022_14months_DTI_antsBM,023_11months_DTI_antsBM,023_14months_DTI_antsBM,025_10months_DTI_antsBM,025_13months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_10months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_10months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_10months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM
-18.7941,0.145163,0.214805,0.173575,0.167765,0.155898,0.137983,0.155328,0.220239,0.218279,0.213937,0.180253,0.181446,0.204112,0.179876,0.184813,0.167347,0.14146,0.147762,0.155523,0.143355,0.154153,0.176659,0.189439,0.203654,0.194832,0.166312,0.185731,0.211552,0.122531,0.139489,0.180773,0.224716,0.126624,0.13905,0.21121,0.154716,0.168818,0.118872
-18.2941,0.158499,0.212984,0.180087,0.168535,0.159502,0.150562,0.150978,0.205002,0.206764,0.199637,0.187197,0.183808,0.191559,0.185742,0.195291,0.17352,0.141608,0.158127,0.159343,0.147511,0.167723,0.186126,0.186844,0.198374,0.197522,0.168639,0.191957,0.216616,0.121054,0.155254,0.187069,0.225235,0.13469,0.141354,0.210656,0.157707,0.172446,0.111104
-17.7941,0.16289,0.205854,0.177506,0.172689,0.161572,0.171819,0.151643,0.202503,0.207353,0.194823,0.195562,0.186145,0.186664,0.197615,0.207469,0.180066,0.149187,0.1667,0.173135,0.15513,0.180608,0.196351,0.188509,0.199117,0.19953,0.175147,0.197701,0.224495,0.121259,0.160108,0.193603,0.230718,0.142214,0.144139,0.212934,0.162853,0.174949,0.110359
-17.2941,0.167076,0.193743,0.174868,0.17601,0.16615,0.189165,0.152184,0.205209,0.21256,0.193602,0.200469,0.187156,0.188499,0.209747,0.22071,0.190957,0.158933,0.175626,0.191138,0.167178,0.191836,0.207178,0.194621,0.202369,0.197893,0.182037,0.200047,0.229922,0.120822,0.161666,0.206152,0.236979,0.148543,0.147212,0.214663,0.169504,0.180041,0.112327
-16.7941,0.174265,0.177096,0.176004,0.179518,0.172749,0.196237,0.150676,0.208592,0.218583,0.192692,0.202043,0.186296,0.192561,0.220285,0.233214,0.204925,0.168275,0.184501,0.208845,0.178894,0.200795,0.215644,0.203091,0.209026,0.191758,0.187021,0.199682,0.233475,0.119633,0.163362,0.217543,0.241273,0.154285,0.15022,0.21415,0.174759,0.187839,0.114891
-16.2941,0.187085,0.168073,0.181806,0.186362,0.178144,0.188287,0.146903,0.211538,0.227412,0.193674,0.201031,0.183703,0.195429,0.226656,0.24002,0.218867,0.175463,0.19116,0.223763,0.187179,0.206003,0.219823,0.213091,0.218318,0.180439,0.188068,0.196314,0.234281,0.119434,0.168134,0.220765,0.241776,0.160152,0.153446,0.212342,0.178658,0.198769,0.117519
-15.7941,0.207316,0.169487,0.194233,0.196144,0.178576,0.16194,0.144369,0.210504,0.23567,0.196457,0.199368,0.180768,0.197172,0.225944,0.235182,0.225701,0.176823,0.188735,0.230598,0.18909,0.205042,0.218706,0.225741,0.227937,0.165414,0.185721,0.191307,0.228604,0.122466,0.18081,0.211249,0.235233,0.165936,0.156803,0.209295,0.18113,0.213331,0.116983
-15.2941,0.227417,0.175573,0.213179,0.20664,0.176439,0.141572,0.149572,0.207005,0.236723,0.200452,0.204139,0.179806,0.201821,0.22055,0.218601,0.219594,0.174804,0.177754,0.227733,0.184903,0.198775,0.214031,0.242062,0.23873,0.156168,0.191631,0.190711,0.219574,0.130737,0.201684,0.190481,0.224872,0.169527,0.15882,0.202733,0.183865,0.227894,0.117014
-14.7941,0.239637,0.185571,0.234611,0.215909,0.179486,0.15179,0.163489,0.208671,0.233526,0.201962,0.218016,0.182823,0.213686,0.220269,0.202067,0.206719,0.178775,0.175687,0.222154,0.179958,0.195227,0.212964,0.256485,0.252883,0.161743,0.207647,0.196499,0.217001,0.144324,0.220459,0.170333,0.218533,0.171248,0.156564,0.194707,0.186957,0.23538,0.126087
-14.2941,0.244624,0.200819,0.242765,0.22156,0.191246,0.188762,0.183087,0.214486,0.230134,0.200829,0.227162,0.189778,0.224439,0.22524,0.189805,0.191354,0.18969,0.187193,0.213505,0.178827,0.200051,0.218387,0.258768,0.257756,0.175637,0.225276,0.20529,0.215577,0.158716,0.225254,0.162037,0.214428,0.171792,0.147341,0.185275,0.185356,0.235299,0.143254
