Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,012_10months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,021_11months_DTI_antsBM,022_11months_DTI_antsBM,023_11months_DTI_antsBM,025_10months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM,Atlas
-30.7621,0.234952,0.269731,0.285656,0.189891,0.326507,0.263614,0.241105,0.266474,0.232049,0.287782,0.291595,0.254606,0.227731,0.220765,0.224155,0.213283,0.184565,0.266918,0.203896,0.272858,0.209585,0.189379,0.304921,0.246668,0.215466,0.249623,0.19395,0.223298,0.124544
-30.2621,0.23794,0.271608,0.287433,0.198643,0.337702,0.261701,0.244599,0.269666,0.236448,0.288396,0.288484,0.259629,0.234503,0.221533,0.221049,0.216454,0.188742,0.269762,0.198471,0.278292,0.210112,0.194792,0.304853,0.241564,0.220143,0.250114,0.202446,0.219525,0.129632
-29.7621,0.243007,0.2681,0.285522,0.20916,0.340528,0.256838,0.250512,0.274716,0.236929,0.289592,0.283454,0.264649,0.237716,0.218164,0.219462,0.220098,0.191492,0.269821,0.196937,0.28412,0.212919,0.198946,0.300616,0.236276,0.222284,0.250979,0.210302,0.213923,0.13495
-29.2621,0.249602,0.258585,0.278425,0.223926,0.328524,0.246242,0.257054,0.273309,0.231624,0.283958,0.272897,0.264757,0.235518,0.214398,0.221183,0.220193,0.196157,0.26516,0.196418,0.284851,0.21704,0.205112,0.287417,0.224459,0.217344,0.24718,0.222608,0.204835,0.140854
-28.7621,0.253333,0.251286,0.268366,0.239685,0.302871,0.233574,0.263916,0.266685,0.229901,0.271657,0.262071,0.263703,0.230532,0.212842,0.229618,0.215652,0.204972,0.25461,0.193194,0.281336,0.222749,0.212467,0.268625,0.210723,0.21111,0.241218,0.236316,0.20369,0.143477
-28.2621,0.256088,0.256691,0.263472,0.250165,0.27884,0.230388,0.269209,0.266106,0.240088,0.262563,0.258843,0.263291,0.227966,0.216189,0.240873,0.216247,0.218397,0.248871,0.193933,0.277083,0.228468,0.22131,0.257419,0.208035,0.214544,0.23997,0.24734,0.212942,0.144041
-27.7621,0.262879,0.26876,0.268947,0.259564,0.268808,0.241298,0.275358,0.275465,0.256314,0.263491,0.265406,0.267843,0.231206,0.223443,0.252945,0.224529,0.236532,0.254601,0.200267,0.277542,0.236157,0.232325,0.26183,0.215517,0.226624,0.244526,0.257419,0.227926,0.148212
-27.2621,0.27182,0.280523,0.280627,0.271385,0.268324,0.25949,0.283158,0.290517,0.272707,0.274068,0.276561,0.277066,0.23799,0.232342,0.266201,0.236663,0.255228,0.265039,0.209863,0.282413,0.244687,0.24403,0.274323,0.226846,0.242231,0.249458,0.267335,0.243894,0.156453
-26.7621,0.286155,0.293692,0.298229,0.28566,0.276078,0.281003,0.294843,0.309244,0.288335,0.291992,0.292409,0.293092,0.248897,0.245167,0.280791,0.252657,0.274139,0.28035,0.223033,0.291454,0.257335,0.255839,0.292911,0.242661,0.260749,0.257631,0.279188,0.25991,0.169175
-26.2621,0.306154,0.308513,0.320047,0.30117,0.289173,0.302228,0.310777,0.328365,0.301677,0.314265,0.311697,0.315163,0.264486,0.262861,0.295573,0.271771,0.292287,0.299482,0.237212,0.302153,0.273987,0.267398,0.314825,0.260359,0.281442,0.2691,0.292607,0.276561,0.18567
