Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,012_10months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,021_11months_DTI_antsBM,022_11months_DTI_antsBM,023_11months_DTI_antsBM,025_10months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM,Atlas
-15.728,0.334556,0.361043,0.412195,0.338141,0.424466,0.367954,0.347557,0.407588,0.394328,0.334028,0.291287,0.440697,0.260831,0.329531,0.396194,0.339332,0.350638,0.326193,0.316675,0.396997,0.364618,0.333082,0.337808,0.327661,0.326486,0.248219,0.37715,0.406771,0.280685
-15.228,0.332693,0.372548,0.405654,0.337135,0.425371,0.377853,0.342688,0.406047,0.405384,0.344276,0.297684,0.448107,0.277782,0.334499,0.397589,0.351142,0.349452,0.330132,0.324932,0.410194,0.364115,0.332707,0.347408,0.342373,0.326264,0.253746,0.383299,0.40792,0.286295
-14.728,0.334837,0.383196,0.40044,0.339916,0.430534,0.385044,0.347738,0.406468,0.415372,0.354607,0.307885,0.448912,0.292088,0.343991,0.394507,0.365229,0.350637,0.338445,0.335297,0.418186,0.36399,0.33575,0.355672,0.358162,0.324966,0.26353,0.38803,0.411337,0.290828
-14.228,0.342106,0.395689,0.396735,0.343065,0.435489,0.391359,0.357118,0.406028,0.423494,0.365355,0.321134,0.454019,0.306308,0.355535,0.388727,0.380763,0.352734,0.349062,0.346441,0.423045,0.364118,0.338309,0.363303,0.373907,0.325387,0.279958,0.392494,0.413146,0.294319
-13.728,0.352535,0.408049,0.393473,0.345107,0.437632,0.395932,0.3675,0.402867,0.427786,0.374981,0.336557,0.462331,0.319188,0.366514,0.380966,0.394657,0.354625,0.359621,0.356003,0.42251,0.363747,0.338974,0.368583,0.387132,0.326605,0.300826,0.394223,0.41098,0.295076
-13.228,0.362262,0.415551,0.387072,0.342043,0.433195,0.39449,0.374281,0.392809,0.422775,0.378452,0.349635,0.465597,0.325887,0.372145,0.369334,0.400423,0.353179,0.364933,0.359273,0.409939,0.358205,0.332652,0.366474,0.390541,0.323765,0.319395,0.386886,0.399977,0.289099
-12.728,0.362037,0.408397,0.372686,0.326885,0.414901,0.379343,0.367541,0.370564,0.398644,0.365586,0.347967,0.453771,0.317954,0.36228,0.350411,0.384817,0.342137,0.35353,0.347656,0.377048,0.340882,0.311978,0.347538,0.370676,0.311545,0.322086,0.362081,0.374721,0.273997
-12.228,0.345269,0.381535,0.345734,0.298652,0.381754,0.345323,0.344663,0.334688,0.35409,0.331605,0.324604,0.417846,0.292432,0.334255,0.321158,0.344137,0.318179,0.321949,0.320326,0.32336,0.309855,0.276251,0.308017,0.325996,0.287663,0.301342,0.317006,0.337673,0.255448
-11.728,0.316486,0.340361,0.309224,0.264197,0.339657,0.296763,0.31372,0.291469,0.298778,0.284056,0.28751,0.365282,0.256316,0.294087,0.284795,0.290986,0.285601,0.279652,0.285683,0.264299,0.271536,0.234131,0.257017,0.27009,0.258496,0.266391,0.263056,0.298539,0.245578
-11.228,0.28483,0.296332,0.272403,0.234723,0.298531,0.248541,0.284555,0.252139,0.248891,0.240158,0.252688,0.313241,0.221919,0.250184,0.249714,0.245601,0.25424,0.242441,0.253699,0.216985,0.23679,0.199469,0.213116,0.221549,0.231934,0.232612,0.218364,0.265075,0.250411
-10.728,0.253291,0.25711,0.241024,0.213949,0.262883,0.213124,0.259118,0.221545,0.213143,0.208439,0.227865,0.26979,0.193873,0.207658,0.220543,0.216086,0.22949,0.216756,0.226104,0.186832,0.209432,0.176695,0.1856,0.1882,0.207955,0.205927,0.189127,0.237071,0.261991
