Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,012_10months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,021_11months_DTI_antsBM,022_11months_DTI_antsBM,023_11months_DTI_antsBM,025_10months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM,Atlas
-16.083,0.451205,0.33814,0.433532,0.444523,0.459725,0.393637,0.388195,0.437751,0.435144,0.413327,0.421748,0.335952,0.354512,0.384738,0.352581,0.355032,0.449831,0.299912,0.344626,0.376348,0.320947,0.322003,0.350518,0.35104,0.311475,0.295241,0.375746,0.379872,0.305782
-15.583,0.461857,0.337084,0.449244,0.453346,0.46985,0.407962,0.410978,0.439494,0.439552,0.42438,0.427032,0.362923,0.368963,0.39216,0.357627,0.371739,0.46214,0.313995,0.356137,0.381537,0.330894,0.323898,0.369044,0.363198,0.319692,0.293929,0.387597,0.396417,0.309176
-15.083,0.469127,0.335998,0.462437,0.453772,0.47408,0.423483,0.430869,0.436405,0.438799,0.433069,0.431871,0.388761,0.379952,0.401059,0.362978,0.387629,0.470734,0.328302,0.365971,0.386893,0.33962,0.325718,0.384269,0.374737,0.326875,0.301907,0.399462,0.409922,0.30936
-14.583,0.466826,0.335153,0.468862,0.443649,0.468897,0.432929,0.443497,0.42696,0.428502,0.435178,0.431874,0.410593,0.383403,0.4059,0.365931,0.398127,0.470991,0.340986,0.367816,0.387714,0.345161,0.323234,0.391184,0.381789,0.329221,0.312459,0.406674,0.41752,0.304649
-14.083,0.44554,0.333633,0.459066,0.416367,0.443415,0.426599,0.440753,0.405268,0.399941,0.421546,0.418745,0.422855,0.371997,0.396893,0.361079,0.395869,0.453217,0.345215,0.355281,0.374662,0.341644,0.309098,0.381412,0.378036,0.318004,0.318108,0.400328,0.410589,0.29116
-13.583,0.397522,0.329005,0.419421,0.367222,0.388541,0.390365,0.409396,0.368289,0.349587,0.379947,0.382688,0.40771,0.335728,0.362227,0.339651,0.366715,0.406188,0.328531,0.320692,0.335077,0.317863,0.275462,0.342046,0.354258,0.284349,0.305226,0.367694,0.376507,0.269301
-13.083,0.337726,0.319312,0.36004,0.31385,0.31912,0.333999,0.359771,0.324384,0.293373,0.320341,0.331633,0.36786,0.284589,0.309637,0.303297,0.317117,0.340916,0.294692,0.274549,0.275847,0.277341,0.229893,0.284922,0.315771,0.240726,0.272521,0.315759,0.323992,0.251783
-12.583,0.288679,0.303935,0.303152,0.275218,0.258337,0.283885,0.313707,0.28339,0.251265,0.266288,0.285367,0.322086,0.239319,0.25838,0.264824,0.270135,0.281832,0.260678,0.236755,0.22138,0.237635,0.191655,0.236426,0.276891,0.207151,0.237141,0.265649,0.274001,0.249712
-12.083,0.257799,0.283333,0.260722,0.254701,0.217519,0.252468,0.279655,0.249043,0.229165,0.230101,0.253611,0.281988,0.209474,0.220947,0.23324,0.238786,0.242453,0.236646,0.215883,0.185184,0.209679,0.170798,0.208074,0.244063,0.191054,0.212781,0.230293,0.2384,0.261419
-11.583,0.235814,0.257284,0.231103,0.242277,0.192839,0.233401,0.250634,0.218039,0.217603,0.208321,0.230669,0.24826,0.189327,0.194225,0.208676,0.219469,0.219236,0.218583,0.204724,0.165611,0.192037,0.161819,0.195457,0.213421,0.184168,0.197676,0.206098,0.214682,0.273726
-11.083,0.20835,0.222534,0.205175,0.219294,0.170577,0.208677,0.214899,0.183877,0.199655,0.185208,0.200156,0.213097,0.166033,0.163731,0.184094,0.196113,0.195882,0.193303,0.188356,0.149664,0.172086,0.147844,0.181414,0.178777,0.16727,0.177913,0.178591,0.190026,0.27048
-10.583,0.177092,0.181414,0.181843,0.180519,0.145812,0.173039,0.176445,0.1479,0.172258,0.154853,0.160513,0.176868,0.139998,0.126912,0.157055,0.163332,0.164001,0.159087,0.163227,0.131264,0.143595,0.123422,0.156668,0.144877,0.137113,0.15161,0.144174,0.160556,0.248898
-10.083,0.156316,0.146239,0.16797,0.139138,0.12693,0.142426,0.14999,0.119676,0.147819,0.129397,0.130446,0.152548,0.12359,0.0972633,0.135153,0.136058,0.133098,0.129967,0.141623,0.119849,0.116648,0.103684,0.134154,0.123114,0.111169,0.13297,0.116818,0.135967,0.219197
-9.58302,0.154456,0.130101,0.167642,0.111532,0.123156,0.131188,0.14357,0.107726,0.137587,0.121334,0.12361,0.148603,0.124764,0.0877091,0.126789,0.128227,0.116752,0.118384,0.136205,0.121962,0.103341,0.102048,0.128437,0.119093,0.104069,0.130869,0.109151,0.125938,0.192452
-9.08302,0.166246,0.134311,0.176107,0.104262,0.134817,0.13985,0.151367,0.112062,0.14156,0.130627,0.135985,0.161355,0.138585,0.0985078,0.132423,0.139446,0.117603,0.124102,0.147825,0.132992,0.10633,0.119372,0.140995,0.128197,0.115307,0.141181,0.121589,0.131484,0.172878
-8.58302,0.180446,0.150076,0.184996,0.113807,0.155296,0.157626,0.161444,0.125428,0.15112,0.148049,0.154567,0.176777,0.150777,0.118669,0.145395,0.158156,0.130368,0.136517,0.163803,0.144954,0.117285,0.143123,0.160511,0.139951,0.134743,0.1509,0.144337,0.144701,0.158466
-8.08302,0.189163,0.162777,0.189446,0.129368,0.175046,0.16864,0.166892,0.139967,0.157644,0.163209,0.166462,0.182846,0.154144,0.134378,0.158229,0.170139,0.14685,0.14736,0.172071,0.151795,0.126697,0.159889,0.171368,0.147406,0.151121,0.151944,0.163531,0.155846,0.146456
-7.58302,0.19309,0.166921,0.190708,0.143997,0.188527,0.170634,0.170452,0.151676,0.161908,0.173104,0.172609,0.181809,0.152149,0.142594,0.166621,0.17392,0.162307,0.156084,0.17157,0.153798,0.13201,0.168206,0.169088,0.151918,0.161467,0.146564,0.175092,0.161887,0.136398
-7.08302,0.195387,0.167079,0.190554,0.156178,0.195563,0.168719,0.175613,0.158309,0.168066,0.180356,0.179171,0.179913,0.150044,0.146411,0.170041,0.174235,0.175181,0.163247,0.167387,0.15364,0.134266,0.171131,0.158856,0.15593,0.168327,0.139874,0.179206,0.163095,0.129947
