Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,012_10months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,021_11months_DTI_antsBM,022_11months_DTI_antsBM,023_11months_DTI_antsBM,025_10months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM,Atlas
-15.2645,0.301967,0.283047,0.362837,0.372047,0.224489,0.481521,-nan,0.40362,0.342712,0.44232,0.349489,0.293128,0.220668,0.221953,0.132183,0.232942,0.316802,0.195353,0.228855,0.262582,0.367362,0.260409,0.417051,0.227657,0.470648,0.209452,0.315159,0.211364,0.172708
-14.7645,0.304028,0.287873,0.347744,0.38148,0.232958,0.512436,-nan,0.405466,0.371189,0.447305,0.330571,0.278144,0.226272,0.217598,0.143553,0.236155,0.323533,0.195076,0.238947,0.256525,0.360897,0.267679,0.371214,0.233171,0.451949,0.224242,0.31025,0.217728,0.191369
-14.2645,0.308492,0.288828,0.319477,0.394356,0.24724,0.549832,-nan,0.417659,0.395311,0.451029,0.307948,0.257339,0.23148,0.209985,0.159346,0.232308,0.328797,0.19063,0.240958,0.244555,0.35234,0.28154,0.311899,0.236189,0.421712,0.241956,0.307673,0.225563,0.209561
-13.7645,0.323469,0.298361,0.309161,0.412524,0.286786,0.577593,-nan,0.454374,0.414443,0.44555,0.305368,0.255721,0.240106,0.215128,0.193223,0.22303,0.339059,0.19837,0.240346,0.2425,0.340979,0.305972,0.268509,0.244706,-nan,0.265641,0.313873,0.240721,0.212571
-13.2645,0.354596,0.330308,0.345157,0.431416,0.341326,0.597644,-nan,0.505955,0.434324,0.434004,0.334185,0.287457,0.257719,0.240243,0.238601,0.238443,0.350997,0.230807,0.260668,0.263162,0.33964,0.33764,0.278976,0.271772,-nan,0.294337,0.340352,0.276247,0.199688
-12.7645,0.419415,0.389038,0.422568,0.470598,0.432759,0.614673,0.463322,0.576326,0.479154,0.418314,0.397468,0.366041,0.289645,0.291615,0.306151,0.296899,0.383381,0.302779,0.319422,0.324908,0.354287,0.379634,0.33813,0.321416,-nan,0.345084,0.398613,0.339787,0.191079
-12.2645,0.500128,0.465115,0.524377,0.539921,0.55933,0.623829,0.535611,0.662081,0.541925,0.406258,0.49053,0.480566,0.327088,0.356063,0.389008,0.388541,0.431262,0.404065,0.392627,0.422085,0.386099,0.4315,0.418944,0.377503,-nan,0.414194,0.480016,0.416674,0.187559
-11.7645,0.570374,0.529109,0.619375,0.624088,0.672912,0.627086,0.6227,0.75029,0.597614,0.40625,0.597815,0.607166,0.359716,0.417572,0.474097,0.487949,0.476696,0.506074,0.452033,0.52794,0.428905,0.479394,0.493873,0.423652,-nan,0.481877,0.564189,0.488753,0.190133
-11.2645,0.600163,0.556529,0.673655,0.677698,0.725584,0.623592,0.692592,0.809265,0.626029,0.421293,0.685518,0.70555,0.372529,0.453139,0.535728,0.556215,0.498223,0.566068,0.476347,0.605796,0.470973,0.504643,0.531986,0.440723,-nan,0.51603,0.618733,0.52321,0.200443
-10.7645,0.584047,0.545406,0.675307,0.671802,0.710338,0.60868,0.721985,0.824514,0.623743,0.444885,0.73237,0.754184,0.361827,0.454533,0.566739,0.571885,0.488978,0.570968,-nan,0.640628,-nan,0.505919,0.523793,0.427546,-nan,0.503932,0.625062,0.51529,0.213435
-10.2645,0.543382,0.519236,0.647211,0.624022,0.662055,0.596205,0.718869,0.813007,0.601288,0.465452,0.747408,0.768325,0.343103,0.440567,0.587546,0.552226,0.464725,0.548096,-nan,0.64878,-nan,0.496986,0.494203,0.402606,-nan,0.467518,0.605099,0.48794,0.228297
-9.76446,0.497866,0.498423,0.61287,0.559751,0.61566,0.589399,0.700213,0.789968,0.561945,0.478799,0.74409,0.765438,0.327304,0.427507,0.602698,0.518446,0.439684,0.522543,-nan,0.648044,-nan,0.48778,0.464638,0.38066,-nan,0.430613,0.577092,0.45504,0.243685
-9.26446,0.45851,0.485938,0.580046,0.503024,0.577637,0.585926,0.673782,0.762126,0.51728,0.483592,0.728983,0.752951,0.320939,0.42171,0.608946,0.482192,0.418329,0.503975,-nan,0.642362,-nan,0.474042,0.440026,0.366997,-nan,0.406337,0.548686,0.422308,0.258854
-8.76446,0.433376,0.480612,0.554417,0.466248,0.54553,0.587796,0.64485,0.734546,0.480137,0.481961,0.709614,0.736248,0.32962,0.425115,0.603097,0.451971,0.402323,0.489289,-nan,0.630076,-nan,0.455785,0.420517,0.364022,-nan,0.398675,0.525315,0.391781,0.275359
-8.26446,0.429696,0.4807,0.536831,0.44967,0.516552,0.588461,0.614639,0.705536,0.465026,0.479608,0.687836,0.715553,0.354046,0.434337,0.582237,0.431233,0.393336,0.472351,-nan,0.609096,0.397698,0.433156,0.405688,0.372866,0.57356,0.402943,0.504692,0.368448,0.293079
-7.76446,0.450247,0.491125,0.531833,0.455711,0.498992,0.588329,0.591371,0.679598,0.480827,0.487852,0.667665,0.696315,0.395044,0.450713,0.5608,0.425142,0.395564,0.459756,0.48315,0.587683,0.364077,0.417002,0.400743,0.396004,0.559986,0.417258,0.492414,0.364988,0.31402
-7.26446,0.4898,0.517118,0.542716,0.483758,0.500249,0.592655,0.582553,0.663735,0.514343,0.511393,0.6539,0.682758,0.450122,0.478055,0.550421,0.436665,0.410017,0.462833,0.496421,0.574383,0.357536,0.420806,0.41115,0.435253,0.563981,0.44266,0.494008,0.387492,0.340773
-6.76446,0.538118,0.556367,0.566769,0.527276,0.519684,0.60418,0.58973,0.660927,0.55318,0.546638,0.649077,0.675635,0.512691,0.516128,0.554445,0.463359,0.431979,0.486358,0.521038,0.570525,0.374957,0.444157,0.435749,0.487677,0.583904,0.478223,0.509211,0.431467,0.373264
-6.26446,0.585618,0.601915,0.596988,0.57693,0.55116,0.622383,0.607982,0.669028,0.59042,0.583834,0.65488,0.676086,0.574435,0.560428,0.569216,0.499057,0.455634,0.524963,0.551861,0.571997,0.406982,0.482744,0.46885,0.543313,0.612366,0.520494,0.533674,0.485683,0.410248
