Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,010_14months_DTI_antsBM,012_10months_DTI_antsBM,012_14months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,020_14months_DTI_antsBM,021_11months_DTI_antsBM,021_14months_DTI_antsBM,022_11months_DTI_antsBM,022_14months_DTI_antsBM,023_11months_DTI_antsBM,023_14months_DTI_antsBM,025_10months_DTI_antsBM,025_13months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_10months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_10months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_10months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM
-15.728,0.306616,0.316534,0.382506,0.32281,0.377901,0.379268,0.325891,0.332641,0.339429,0.382832,0.34202,0.305648,0.268345,0.359967,0.234865,0.276083,0.318906,0.33215,0.360598,0.3402,0.299539,0.327482,0.321679,0.335833,0.315183,0.299503,0.319821,0.314522,0.302105,0.300594,0.307915,0.299197,0.280322,0.257505,0.284151,0.242562,0.330947,0.350555
-15.228,0.30603,0.327817,0.382419,0.321824,0.38419,0.385734,0.334511,0.342325,0.335164,0.383518,0.350911,0.313092,0.273583,0.368909,0.243995,0.280996,0.323918,0.337853,0.366407,0.346395,0.309195,0.337445,0.323006,0.33182,0.317032,0.299758,0.33073,0.326018,0.313787,0.30509,0.316451,0.305298,0.291925,0.25876,0.29046,0.244109,0.341026,0.362213
-14.728,0.302931,0.336116,0.376472,0.319579,0.384743,0.387364,0.338444,0.345518,0.333743,0.381185,0.355346,0.319277,0.278831,0.371128,0.25248,0.28458,0.327288,0.339804,0.364176,0.343923,0.316952,0.344952,0.321344,0.32946,0.318048,0.30157,0.333251,0.330729,0.315888,0.304135,0.32102,0.308359,0.301054,0.254972,0.287575,0.250473,0.344392,0.363163
-14.228,0.300329,0.343129,0.368036,0.315597,0.379049,0.384119,0.339614,0.34531,0.332604,0.374868,0.35434,0.323384,0.284712,0.372638,0.260108,0.286948,0.327989,0.341814,0.353557,0.335159,0.322541,0.349237,0.318103,0.326895,0.317563,0.301938,0.329713,0.331757,0.312643,0.298737,0.322614,0.308326,0.307845,0.249256,0.280099,0.260503,0.343333,0.357074
-13.728,0.298388,0.347326,0.356191,0.308697,0.36662,0.37389,0.337786,0.341811,0.328676,0.362653,0.347612,0.323669,0.289412,0.372977,0.26542,0.287029,0.324769,0.341644,0.335177,0.320391,0.32397,0.348306,0.312967,0.322967,0.313824,0.299511,0.320025,0.32603,0.303533,0.288431,0.319484,0.304385,0.309446,0.240715,0.268062,0.269837,0.335743,0.341791
-13.228,0.296324,0.346556,0.338088,0.296217,0.345408,0.355008,0.330552,0.332232,0.318678,0.342022,0.331584,0.316272,0.290197,0.367894,0.264679,0.281474,0.316172,0.334998,0.308002,0.297428,0.317269,0.339433,0.303997,0.316193,0.303912,0.292064,0.299992,0.308016,0.28506,0.270101,0.307665,0.292612,0.30092,0.227598,0.249619,0.273555,0.317355,0.314328
-12.728,0.29584,0.338883,0.317603,0.27885,0.320592,0.33162,0.31774,0.317924,0.30158,0.315896,0.306977,0.299023,0.28371,0.356742,0.255552,0.26897,0.303598,0.322324,0.27909,0.27207,0.299456,0.322201,0.292701,0.307353,0.287833,0.279793,0.271269,0.277989,0.26188,0.246817,0.286711,0.272312,0.27956,0.213512,0.231113,0.266013,0.289084,0.281647
-12.228,0.297694,0.326713,0.300209,0.261745,0.302127,0.31202,0.301569,0.302882,0.285676,0.291773,0.281019,0.277387,0.272559,0.34179,0.242668,0.253886,0.292282,0.308825,0.258575,0.252932,0.276297,0.303111,0.282682,0.299776,0.270591,0.268458,0.242128,0.244368,0.242851,0.225711,0.263169,0.249503,0.253632,0.204761,0.220922,0.251555,0.258273,0.257079
-11.728,0.302881,0.31642,0.291606,0.253771,0.295623,0.302014,0.288225,0.292577,0.279772,0.27662,0.263438,0.261684,0.26589,0.330306,0.23523,0.245869,0.284799,0.300968,0.252951,0.246718,0.260413,0.290946,0.278535,0.296839,0.2611,0.264828,0.225828,0.224715,0.235344,0.214923,0.24924,0.235458,0.236817,0.206715,0.223477,0.242485,0.236806,0.250775
-11.228,0.308932,0.310332,0.29097,0.257418,0.298431,0.298867,0.283102,0.289931,0.282126,0.270605,0.258819,0.258317,0.268932,0.325277,0.23701,0.249386,0.27797,0.298075,0.258842,0.251216,0.258108,0.287153,0.281987,0.29823,0.26209,0.269403,0.226841,0.224716,0.238166,0.216302,0.250416,0.235954,0.233166,0.216965,0.233316,0.242926,0.229576,0.258772
