Arc_length vs Data,001_12months_DTI_antsBM,002_12months_DTI_antsBM,007_12months_DTI_antsBM,008_12months_DTI_antsBM,010_10months_DTI_antsBM,012_10months_DTI_antsBM,013_13months_DTI_antsBM,014_13months_DTI_antsBM,016_12months_DTI_antsBM,017_11months_DTI_antsBM,018_11months_DTI_antsBM,019_12months_DTI_antsBM,020_11months_DTI_antsBM,021_11months_DTI_antsBM,022_11months_DTI_antsBM,023_11months_DTI_antsBM,025_10months_DTI_antsBM,026_11months_DTI_antsBM,027_11months_DTI_antsBM,028_13months_DTI_antsBM,029_12months_DTI_antsBM,030_12months_DTI_antsBM,031_13months_DTI_antsBM,032_12months_DTI_antsBM,033_13months_DTI_antsBM,034_12months_DTI_antsBM,035_12months_DTI_antsBM,036_12months_DTI_antsBM,Atlas
-40.0447,0.172083,0.182473,0.213808,0.0981761,0.158218,0.158896,0.169111,0.161963,0.1358,0.0927097,0.129147,0.184663,0.214899,0.1538,0.168321,0.135949,0.204963,0.161417,0.147525,0.112732,0.163493,0.11555,0.138997,0.146093,0.12463,0.154983,0.123131,0.115941,0.145583
-39.5447,0.175232,0.181242,0.220009,0.106177,0.165433,0.168456,0.170161,0.168529,0.142823,0.107183,0.137154,0.19263,0.213271,0.151272,0.171132,0.137,0.209123,0.157539,0.149374,0.122521,0.164399,0.121273,0.150553,0.150239,0.12649,0.156588,0.126454,0.120947,0.157055
-39.0447,0.17678,0.180511,0.224632,0.115375,0.176068,0.179913,0.170273,0.174301,0.151774,0.122671,0.143969,0.199232,0.208366,0.150916,0.173083,0.140486,0.21373,0.15388,0.151024,0.132461,0.165419,0.130112,0.16436,0.157001,0.128296,0.159773,0.131277,0.129588,0.168634
-38.5447,0.178877,0.180599,0.228687,0.129115,0.191539,0.194284,0.171876,0.182086,0.167059,0.142884,0.153849,0.203553,0.201347,0.156537,0.171764,0.148416,0.219148,0.152838,0.156076,0.147127,0.168321,0.142454,0.181074,0.167096,0.132807,0.164428,0.140368,0.143308,0.184808
-38.0447,0.186677,0.185446,0.235294,0.149932,0.213577,0.211662,0.180898,0.195236,0.191754,0.167256,0.171096,0.207386,0.197623,0.172094,0.171328,0.165503,0.225267,0.160161,0.167523,0.167383,0.176207,0.160416,0.200304,0.182179,0.145778,0.1712,0.157704,0.166072,0.208822
-37.5447,0.20495,0.202635,0.250606,0.180367,0.244047,0.233263,0.203299,0.21766,0.229278,0.197406,0.198177,0.221087,0.205994,0.198442,0.181373,0.194432,0.234624,0.179563,0.18862,0.196499,0.193402,0.185041,0.221922,0.203468,0.170447,0.182259,0.186603,0.199354,0.242722
-37.0447,0.239142,0.239859,0.282928,0.223298,0.286684,0.263192,0.244259,0.25521,0.28509,0.239533,0.239178,0.259779,0.234814,0.236277,0.213684,0.23817,0.254286,0.214086,0.224445,0.240983,0.224985,0.218914,0.250635,0.235436,0.209362,0.201716,0.230637,0.245841,0.289846
-36.5447,0.288579,0.297197,0.334818,0.275744,0.342369,0.304829,0.298864,0.307502,0.356058,0.296617,0.292298,0.329121,0.283715,0.283642,0.272105,0.294657,0.290784,0.26002,0.274608,0.300323,0.270047,0.262937,0.29241,0.281743,0.259977,0.232822,0.28688,0.303802,0.346123
-36.0447,0.345447,0.365039,0.398171,0.33137,0.406071,0.354768,0.354915,0.366197,0.432233,0.364411,0.350552,0.416616,0.342138,0.338219,0.343702,0.35677,0.343583,0.310281,0.333577,0.367607,0.321915,0.313522,0.346087,0.339923,0.317011,0.275252,0.347858,0.366688,0.403192
-35.5447,0.403028,0.431833,0.459528,0.382245,0.468187,0.404352,0.403259,0.420546,0.500682,0.431673,0.406711,0.499581,0.399647,0.395587,0.411315,0.416569,0.404093,0.360098,0.392552,0.430226,0.372048,0.363586,0.402842,0.401322,0.375839,0.323418,0.405996,0.427444,0.45287
-35.0447,0.450415,0.485873,0.505391,0.419685,0.514485,0.442407,0.436694,0.459249,0.547731,0.482556,0.449745,0.557412,0.445327,0.443497,0.460871,0.462465,0.455977,0.402295,0.437451,0.472177,0.410961,0.403285,0.447499,0.450997,0.426998,0.366891,0.452632,0.475218,0.485118
-34.5447,0.477346,0.517848,0.527395,0.439674,0.532523,0.461455,0.451741,0.47539,0.566478,0.505349,0.471001,0.580741,0.469336,0.468932,0.486222,0.483931,0.484679,0.428715,0.457763,0.484144,0.431479,0.42519,0.468222,0.475855,0.457588,0.394492,0.478437,0.500486,0.493091
-34.0447,0.4754,0.518912,0.52278,0.441196,0.51544,0.45862,0.447701,0.467494,0.55552,0.493943,0.467309,0.570103,0.462713,0.465532,0.48575,0.476397,0.479475,0.432727,0.450224,0.466055,0.428608,0.424783,0.4627,0.471709,0.457098,0.397315,0.476169,0.497908,0.473875
-33.5447,0.449958,0.491651,0.498086,0.432135,0.474835,0.439569,0.429109,0.444148,0.522655,0.456561,0.446404,0.539743,0.429072,0.442141,0.466689,0.448097,0.446323,0.416407,0.424543,0.430394,0.406628,0.408135,0.439251,0.447209,0.431792,0.379995,0.450547,0.474394,0.435048
-33.0447,0.420088,0.454654,0.467002,0.424596,0.433537,0.41793,0.406925,0.419343,0.479778,0.41246,0.42261,0.510507,0.386359,0.415847,0.445097,0.416866,0.405378,0.392949,0.39604,0.393172,0.379856,0.388235,0.413685,0.417196,0.397707,0.355763,0.416064,0.447568,0.392864
